"SMILES","SALT","SALT_RATIO","COMPOUND_ID","SAMPLE_ID","SUPPLIER","SUPPLIER_PART_NO","PARENT_AMW","PARENT_EMW","SALTED_MOLECULAR_WEIGHT","MOLECULAR_FORMULA","ALIQUOT_PLATE_BARCODE","ALIQUOT_WELL_ID","ALIQUOT_SOLVENT","ALIQUOT_CONC","ALIQUOT_CONC_UNIT","ALIQUOT_VOLUME","ALIQUOT_VOLUME_UNIT","SOLUBILITY","ALIQUOT_DATE","PURITY_PERCENT","ANALYSIS_DATE","PURITY_METHOD"
"CC1(NC(=O)N(Cc2onc(n2)c3occc3)C1=O)c4ccc(cc4)C#N",,,"CPD003159581","SAM004340443","Enamine","Z297595006",363.3269,363.0967,363.3269,"C18H13N5O4","BF00010941","N07","DMSO",10.18,"mM",12,"uL","Soluble","28-Mar-14",92.59,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CC(OC(=O)Cc1ccc(Br)cc1)C(=O)Nc2ccc(NC(=O)C)cc2",,,"CPD003118807","SAM004291821","Enamine","Z18829082",419.276,418.0528,419.276,"C19H19BrN2O4","BF00010941","O07","DMSO",10.02,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Nc1nccnc1C(=O)OCc2c(F)c(F)c(F)c(F)c2F",,,"CPD003159875","SAM004340813","Enamine","Z224530012",319.1869,319.038,319.1869,"C12H6F5N3O2","BF00010941","P07","DMSO",10.03,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CCN1C(=S)N(CC)C(=O)C(=C(CC)Nc2ccnn2C3CCCCC3)C1=O",,,"CPD003130974","SAM004306916","Enamine","Z107727956",403.5443,403.2041,403.5443,"C20H29N5O2S","BF00010941","A08","DMSO",10.16,"mM",12,"uL","Insoluble","28-Mar-14",55.32,"2014-03-29T07:00:00.0","LCUV214_UPLC3"
"Cc1occc1C(=O)Nc2cc(NC(=O)C3CC3)ccc2C",,,"CPD003150087","SAM004329226","Enamine","Z424475158",298.3364,298.1317,298.3364,"C17H18N2O3","BF00010941","B08","DMSO",10.06,"mM",12,"uL","Soluble","28-Mar-14",95.98,"2014-03-29T07:00:00.0","LCELS_MUX2"
"CC1CCC2(CC1)NC(=O)N(NC(=O)CSc3nc(C4CC4)n(n3)c5ccccc5)C2=O",,,"CPD003130896","SAM004306823","Enamine","Z24119940",454.5484,454.1787,454.5484,"C22H26N6O3S","BF00010941","C08","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CC1(NC(=O)N(CC(=O)Nc2cccc3N=S=Nc23)C1=O)c4ccc5OCCOc5c4",,,"CPD003149921","SAM004329028","Enamine","Z18052978",439.4444,439.095,439.4444,"C20H17N5O5S","BF00010941","D08","DMSO",10.01,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"Fc1ccc(Br)c(c1)C(=O)OCC(=O)N2CCNC2=O",,,"CPD000852673","SAM004304634","Enamine","Z98999396",345.1254,343.9807,345.1254,"C12H10BrFN2O4","BF00010941","E08","DMSO",10.14,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-29T07:00:00.0","LCUV214_UPLC3"
"Brc1ccccc1CSc2oc(CC3CCS(=O)(=O)C3)nn2",,,"CPD003150300","SAM004329469","Enamine","Z113877002",403.3144,401.9707,403.3144,"C14H15BrN2O3S2","BF00010941","F08","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",95.8,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"CC1CCCN(CN2C(=CC(=C(C(=O)N)C2=S)C)C)C1",,,"CPD003128896","SAM004304412","Enamine","Z52531414",293.4276,293.1561,293.4276,"C15H23N3OS","BF00010941","G08","DMSO",10.22,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-29T07:00:00.0","LCUV214_UPLC3"
"FC(F)(F)c1cc(NC(=O)CN2CCN(CN3N=CSC3=S)CC2)ccc1Cl",,,"CPD003150289","SAM004329458","Enamine","Z286169204",451.9172,451.0515,451.9172,"C16H17ClF3N5OS2","BF00010941","H08","DMSO",10.18,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-29T07:00:00.0","LCUV214_UPLC3"
"Cc1onc(c1)n2c(C)cc(C(=O)CN3C(=O)NC(C)(C3=O)c4ccc5OCCCOc5c4)c2C",,,"CPD003128899","SAM004304415","Enamine","Z80629357",478.4971,478.1852,478.4971,"C25H26N4O6","BF00010941","I08","DMSO",10.03,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1ccc(cc1)C(NC(=O)CN2Cc3ccccc3CC2C(=O)N)C4CC4",,,"CPD003150602","SAM004329805","Enamine","Z425636170",377.4793,377.2103,377.4793,"C23H27N3O2","BF00010941","J08","DMSO",10.07,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"Cc1ccccc1n2c(SCC(=O)N3CCC(=N3)c4ccccc4)nnc2N5CCOCC5",,,"CPD003121275","SAM004295068","Enamine","Z92476093",462.5672,462.1837,462.5672,"C24H26N6O2S","BF00010941","K08","DMSO",10.16,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC(OCC(F)(F)F)C(=O)Nc1cccc(c1)[N+](=O)[O-]",,,"CPD003151311","SAM004330602","Enamine","Z406567618",292.2112,292.067,292.2112,"C11H11F3N2O4","BF00010941","L08","DMSO",10.27,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_MUX2"
"CC(OC(=O)c1c(N)onc1C)C(=O)NC(=O)Nc2ccccc2",,,"CPD002190219","SAM004295192","Enamine","Z202756138",332.3113,332.112,332.3113,"C15H16N4O5","BF00010941","M08","DMSO",10.23,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Oc1ccc(Cl)cc1C(=O)N2CCN(CC(=O)Nc3ccccc3C(F)(F)F)CC2",,,"CPD003151433","SAM004330740","Enamine","Z67640963",441.8313,441.1067,441.8313,"C20H19ClF3N3O3","BF00010941","N08","DMSO",10.18,"mM",12,"uL","Soluble","28-Mar-14",98.22,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"CC(Oc1ccc(cc1)C#N)C(=O)NNC(=O)c2cc(Br)c(Br)s2",,,"CPD003121640","SAM004295500","Enamine","Z31561481",473.1391,470.8887,473.1391,"C15H11Br2N3O3S","BF00010941","O08","DMSO",10.15,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"FC(F)(F)c1cc(Cl)ccc1NC(=O)CN2C(=O)NC3(CCOc4ccccc43)C2=O",,,"CPD003152144","SAM004331568","Enamine","Z16337396",453.806,453.0703,453.806,"C20H15ClF3N3O4","BF00010941","P08","DMSO",10.14,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_MUX2"
"CC(C)(C)c1cc(NC(=O)COC(=O)CCN2C(=O)c3ccccc3C2=O)n(n1)c4ccccc4",,,"CPD003118837","SAM004291869","Enamine","Z14663363",474.5178,474.1903,474.5178,"C26H26N4O5","BF00010941","A09","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",97.99,"2014-03-28T07:00:00.0","LCELS_MUX2"
"[O-][N+](=O)c1cc(ccc1n2cnnc2C#N)S(=O)(=O)C(F)(F)F",,,"CPD003160170","SAM004341166","Enamine","Z107739030",347.23,346.9936,347.23,"C10H4F3N5O4S","BF00010941","B09","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-29T07:00:00.0","LCUV214_UPLC3"
"COC(=O)c1cc(cc(c1)[N+](=O)[O-])C(=O)NNc2c(F)c(F)cc(F)c2F",,,"CPD003116847","SAM004288971","Enamine","Z33474493",387.2479,387.0478,387.2479,"C15H9F4N3O5","BF00010941","C09","DMSO",10.07,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"Fc1ccc(cc1)c2oc(COC(=O)CCCNC3=NS(=O)(=O)c4ccccc34)nn2",,,"CPD003160005","SAM004340978","Enamine","Z17135935",444.4361,444.0903,444.4361,"C20H17FN4O5S","BF00010941","D09","DMSO",10.13,"mM",12,"uL","Soluble","28-Mar-14",99.11,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"COc1ccc(cc1)n2cnnc2SCC(=O)Nc3cccc(c3)S(=O)(=O)N",,,"CPD000591717","SAM004289366","Enamine","Z25295375",419.4741,419.0721,419.4741,"C17H17N5O4S2","BF00010941","E09","DMSO",10.01,"mM",12,"uL","Soluble","28-Mar-14",92.65,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1c(cccc1[N+](=O)[O-])C(=O)NCCCn2ccc3ccccc23",,,"CPD003160209","SAM004341212","Enamine","Z32812001",337.3724,337.1426,337.3724,"C19H19N3O3","BF00010941","F09","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"COc1cc2c(oc3ccccc23)cc1NC(=O)CSc4nnc(N)[nH]4",,,"CPD003117156","SAM004289478","Enamine","Z18355783",369.3977,369.0895,369.3977,"C17H15N5O3S","BF00010941","G09","DMSO",10.02,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CCc1ccc(cc1)C(=O)Nc2cc(C)n3nc(nc3n2)C(F)(F)F",,,"CPD003160555","SAM004341621","Enamine","Z86765485",349.3104,349.115,349.3104,"C16H14F3N5O","BF00010941","H09","DMSO",10.02,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CCc1nnc(NC(=O)c2cc(ccc2N3CCCCC3)S(=O)(=O)N4CCOCC4)s1",,,"CPD000364512","SAM004280610","Enamine","Z26823568",465.5871,465.1504,465.5871,"C20H27N5O4S2","BF00010941","I09","DMSO",10.09,"mM",12,"uL","Soluble","28-Mar-14",99.01,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(OC(F)(F)F)cc2",,,"CPD003160683","SAM004341780","Enamine","Z45670296",374.3353,374.0548,374.3353,"C15H13F3N2O4S","BF00010941","J09","DMSO",10.15,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CCOc1ccc(NS(=O)(=O)c2ccc(cc2)C(=O)NCCc3ccccn3)cc1",,,"CPD003111089","SAM004280679","Enamine","Z32445877",425.5037,425.1409,425.5037,"C22H23N3O4S","BF00010941","K09","DMSO",10.11,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Cc1csc(=O)n1CCC(=O)OCC(=O)Nc2cc(Cl)ccc2[N+](=O)[O-]",,,"CPD000711185","SAM004317302","Enamine","Z76806386",399.8065,399.0291,399.8065,"C15H14ClN3O6S","BF00010941","L09","DMSO",10.0,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Clc1ccc(C#N)c(NC(=O)COC(=O)CC2CCCCC2)c1",,,"CPD003111153","SAM004280789","Enamine","Z24777075",334.8036,334.1084,334.8036,"C17H19ClN2O3","BF00010941","M09","DMSO",10.16,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1ccc(NC(=O)CN2C(=O)NC(C)(C3CC3)C2=O)cc1Cl",,,"CPD003140073","SAM004317209","Enamine","Z15671746",335.7854,335.1036,335.7854,"C16H18ClN3O3","BF00010941","N09","DMSO",10.13,"mM",12,"uL","Soluble","28-Mar-14",96.83,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CCN1C(=S)N(CC)C(=O)C(=C(C)Nc2sc3CCCc3c2C#N)C1=O",,,"CPD003114296","SAM004285358","Enamine","Z104342322",388.5036,388.1027,388.5036,"C18H20N4O2S2","BF00010941","O09","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-29T07:00:00.0","LCUV214_UPLC3"
"CCN(CC)S(=O)(=O)c1ccc(CNC(=O)CN2C=Nc3c(C)cccc3C2=O)cc1",,,"CPD003140198","SAM004317369","Enamine","Z167191970",442.5312,442.1674,442.5312,"C22H26N4O4S","BF00010941","P09","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Cc1cc(C(=O)CSc2nnnn2C3CCCC3)c(C)n1C4CCS(=O)(=O)C4",,,"CPD001854361","SAM004295700","Enamine","Z149392098",423.5527,423.1398,423.5527,"C18H25N5O3S2","BF00010941","A10","DMSO",10.15,"mM",12,"uL","Soluble","28-Mar-14",96.47,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CCCc1nnc(NC(=O)NC(C)c2ccc(OC)c(F)c2)s1",,,"CPD003152182","SAM004331617","Enamine","Z411308262",338.4003,338.1212,338.4003,"C15H19FN4O2S","BF00010941","B10","DMSO",10.05,"mM",12,"uL","Soluble","28-Mar-14",97.35,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"Cc1ccccc1n2nnnc2SCN3C(=O)c4ccccc4C3=O",,,"CPD003122924","SAM004297073","Enamine","Z16534300",351.3824,351.0789,351.3824,"C17H13N5O2S","BF00010941","C10","DMSO",10.25,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1cccc(Cn2nccc2NC(=O)CN3N=NN(C3=O)c4cccs4)c1",,,"CPD003152036","SAM004331436","Enamine","Z358060512",395.4382,395.1164,395.4382,"C18H17N7O2S","BF00010941","D10","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"CCONC(=O)c1ccc(cc1)S(=O)(=O)Nc2ccc(OCC)cc2",,,"CPD003122955","SAM004297112","Enamine","Z188879720",364.416,364.1092,364.416,"C17H20N2O5S","BF00010941","E10","DMSO",10.15,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CC(C)(C)c1cn2nc(sc2n1)N3CCc4nc(N)sc4C3",,,"CPD003152536","SAM004332030","Enamine","Z729030558",334.4629,334.1034,334.4629,"C14H18N6S2","BF00010941","F10","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",99.17,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"CCn1cc(C(=O)NN2C(=O)NC(C)(C2=O)c3cccc(OC)c3)c(=O)c4ccc(C)nc14",,,"CPD003123222","SAM004297425","Enamine","Z27231104",449.4675,449.1699,449.4675,"C23H23N5O5","BF00010941","G10","DMSO",10.01,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CCC(NC(=O)CS(=O)(=O)Cc1ccc(cc1)C#N)c2ccc(C)cc2",,,"CPD003221559","SAM004418289","Enamine","Z442406002",370.4653,370.1351,370.4653,"C20H22N2O3S","BF00010941","H10","DMSO",10.26,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_MUX2"
"CC1(NC(=O)N(NC(=O)CSc2nc(C3CC3)n(n2)c4ccccc4)C1=O)c5ccccc5",,,"CPD003123252","SAM004297465","Enamine","Z24119943",462.5274,462.1474,462.5274,"C23H22N6O3S","BF00010941","I10","DMSO",10.16,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1ccc(Cl)c(OCC(=O)NCC2CCS(=O)(=O)C2)c1",,,"CPD003221966","SAM004418763","Enamine","Z319053548",331.815,331.0645,331.815,"C14H18ClNO4S","BF00010941","J10","DMSO",10.25,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"COC(=O)C1CCN(CC(=O)NC(=O)NC2CCCCC2)CC1",,,"CPD000376268","SAM004297633","Enamine","Z46245396",325.4097,325.2001,325.4097,"C16H27N3O4","BF00010941","K10","DMSO",10.14,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"COC(=O)c1cc(Cl)c(NC(=O)Nc2c(C)nn(C(C)C)c2C)cc1OC",,,"CPD002325435","SAM004418813","Enamine","Z595313278",394.8526,394.1407,394.8526,"C18H23ClN4O4","BF00010941","L10","DMSO",10.13,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_MUX2"
"CCc1ccccc1n2c(SCC(=O)N3CCC(=N3)c4ccccc4)nnc2N5CCOCC5",,,"CPD003127106","SAM004302236","Enamine","Z92626909",476.5938,476.1994,476.5938,"C25H28N6O2S","BF00010941","M10","DMSO",10.07,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"O=C(Cc1csc(n1)c2ncccn2)OCC(=O)N3CCc4ccccc4C3",,,"CPD003222213","SAM004419050","Enamine","Z575166514",394.4469,394.11,394.4469,"C20H18N4O3S","BF00010941","N10","DMSO",10.14,"mM",12,"uL","Soluble","28-Mar-14",91.91,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"COc1ccccc1n2c(SCC(=O)N3CCC(=N3)c4ccccc4)nnc2N5CCCCC5",,,"CPD002512757","SAM004302320","Enamine","Z92484432",476.5938,476.1994,476.5938,"C25H28N6O2S","BF00010941","O10","DMSO",10.07,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"COc1ccc(cc1)C(=O)Nc2ccc(Oc3cnccn3)cc2",,,"CPD003206265","SAM004400600","Enamine","Z422265528",321.33,321.1113,321.33,"C18H15N3O3","BF00010941","P10","DMSO",10.27,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_MUX2"
"COc1cc(ccc1OCC(=O)OCC(=O)c2cc(C)n(c2C)c3ccccc3)C(=O)C",,,"CPD003114500","SAM004285600","Enamine","Z25297273",435.4781,435.1681,435.4781,"C25H25NO6","BF00010941","A11","DMSO",10.1,"mM",12,"uL","Soluble","28-Mar-14",98.98,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CC1(NC(=O)N(Cc2onc(n2)c3occc3)C1=O)c4ccc(cc4)[N+](=O)[O-]",,,"CPD003140227","SAM004317417","Enamine","Z297594792",383.315,383.0865,383.315,"C17H13N5O6","BF00010941","B11","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",97.45,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC(C)n1nccc1Nc2nnc(c3ccc(cc3)C(=O)N)c4ccccc24",,,"CPD003112072","SAM004282026","Enamine","Z56326940",372.4231,372.1698,372.4231,"C21H20N6O","BF00010941","C11","DMSO",10.2,"mM",12,"uL","Soluble","28-Mar-14",97.06,"2014-03-28T07:00:00.0","LCELS_MUX2"
"FC(F)(F)c1nc2ccccc2n1CC(=O)NC(=O)NCCc3cccs3",,,"CPD003140260","SAM004317474","Enamine","Z295691488",396.3868,396.0867,396.3868,"C17H15F3N4O2S","BF00010941","D11","DMSO",10.09,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CCc1nnc(NC(=O)CC(NC(=O)N)c2ccc(Cl)cc2)s1",,,"CPD003114752","SAM004285929","Enamine","Z26823420",353.8273,353.0713,353.8273,"C14H16ClN5O2S","BF00010941","E11","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",96.89,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"Cc1c(cccc1[N+](=O)[O-])C(=O)NC2CCOc3ccccc23",,,"CPD003140413","SAM004317668","Enamine","Z73327631",312.3199,312.111,312.3199,"C17H16N2O4","BF00010941","F11","DMSO",10.25,"mM",12,"uL","Soluble","28-Mar-14",98.83,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CN(C)S(=O)(=O)c1cccc(NC(=S)NNC(=O)c2cc3ccccc3cc2O)c1",,,"CPD001248831","SAM004285859","Enamine","Z45832636",444.5244,444.0925,444.5244,"C20H20N4O4S2","BF00010941","G11","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1cc(C(=O)CN2C(=O)CCC2=O)c(C)n1Cc3occc3",,,"CPD003140630","SAM004317960","Enamine","Z19746233",314.3358,314.1266,314.3358,"C17H18N2O4","BF00010941","H11","DMSO",10.18,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"SC1=NCC(=O)N1C2CCCCCC2",,,"CPD003114706","SAM004285868","Enamine","Z90120428",212.3118,212.0983,212.3118,"C10H16N2OS","BF00010941","I11","DMSO",10.36,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"[O-][N+](=O)c1cc(F)ccc1NC(=O)c2ccc(F)cc2",,,"CPD003140489","SAM004317770","Enamine","Z62442610",278.211,278.0502,278.211,"C13H8F2N2O3","BF00010941","J11","DMSO",10.06,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"Cc1ccc(NS(=O)(=O)c2ccc(cc2)C(=O)Nc3ncccc3O)cc1",,,"CPD003114783","SAM004285965","Enamine","Z71577026",383.4227,383.0939,383.4227,"C19H17N3O4S","BF00010941","K11","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1cc(C(=O)COc2ccccc2C(=O)N)c(C)n1c3cccc(F)c3",,,"CPD003141358","SAM004318857","Enamine","Z54823588",366.3855,366.1379,366.3855,"C21H19FN2O3","BF00010941","L11","DMSO",10.1,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Clc1cc(cnc1Cl)C(=O)N(CC(=O)Nc2ccccc2Br)Cc3ccco3",,,"CPD003114685","SAM004285846","Enamine","Z26900518",483.1493,480.9595,483.1493,"C19H14BrCl2N3O3","BF00010941","M11","DMSO",10.14,"mM",12,"uL","Soluble","28-Mar-14",93.53,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"CCC(NC(=O)CN1N=NN(C1=O)c2ccccc2)c3ccc(C)cc3",,,"CPD003141574","SAM004319097","Enamine","Z151873794",351.4023,351.1695,351.4023,"C19H21N5O2","BF00010941","N11","DMSO",10.24,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CSc1ncccc1C(=O)OC(C)C(=O)NC(=O)NC2CCCCC2",,,"CPD001313591","SAM004282154","Enamine","Z18837391",365.4487,365.1409,365.4487,"C17H23N3O4S","BF00010941","O11","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-29T07:00:00.0","LCUV214_UPLC3"
"CCCc1ccc(cc1)C2(C)NC(=O)N(CC(=O)c3cc(F)ccc3OC)C2=O",,,"CPD003141360","SAM004318860","Enamine","Z74634694",398.4274,398.1641,398.4274,"C22H23FN2O4","BF00010941","P11","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"[O-][N+](=O)c1ccc(C(=O)NCc2ccco2)c(Cl)c1",,,"CPD000513583","SAM004302962","Enamine","Z27672419",280.668,280.025,280.668,"C12H9ClN2O4","BF00010941","A12","DMSO",10.33,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"COc1ccc(cc1)S(=O)(=O)Nc2ccc3[nH]c(C)cc3c2",,,"CPD003206232","SAM004400562","Enamine","Z362554996",316.3756,316.0881,316.3756,"C16H16N2O3S","BF00010941","B12","DMSO",10.11,"mM",12,"uL","Soluble","28-Mar-14",98.37,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"O=C(CNc1ccccc1C(=O)NCc2ccccc2)N3CCNC3=O",,,"CPD003127662","SAM004302926","Enamine","Z65080105",352.394,352.1535,352.394,"C19H20N4O3","BF00010941","C12","DMSO",10.22,"mM",12,"uL","Soluble","28-Mar-14",96.55,"2014-03-28T07:00:00.0","LCELS_MUX2"
"O=C(OCc1ccc(cc1)C(=O)Nc2ccccc2)C3CCN(CC3)c4ncccn4",,,"CPD003206412","SAM004400767","Enamine","Z415293010",416.4724,416.1848,416.4724,"C24H24N4O3","BF00010941","D12","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",97.84,"2014-03-29T07:00:00.0","LCELS_MUX2"
"CC1(NC(=O)N(CC(=O)c2ccc3N(CCCc3c2)S(=O)(=O)C)C1=O)c4ccc(Cl)cc4",,,"CPD003127625","SAM004302880","Enamine","Z65772333",475.9481,475.0968,475.9481,"C22H22ClN3O5S","BF00010941","E12","DMSO",10.09,"mM",12,"uL","Soluble","28-Mar-14",96.64,"2014-03-28T07:00:00.0","LCELS_MUX2"
"COc1ccc(cc1F)C(=O)Nc2ccc(Oc3cnccn3)cc2",,,"CPD003206346","SAM004400695","Enamine","Z422265712",339.3205,339.1019,339.3205,"C18H14FN3O3","BF00010941","F12","DMSO",10.02,"mM",12,"uL","Soluble","28-Mar-14",96.42,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"CNc1ccc(cc1C(=O)NC2CCCCC2)[N+](=O)[O-]",,,"CPD003122287","SAM004296288","Enamine","Z79409978",277.3189,277.1426,277.3189,"C14H19N3O3","BF00010941","G12","DMSO",10.1,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC(Nc1ccc2OC(=O)Nc2c1)C(=O)Nc3ccc(F)cc3Cl",,,"CPD003206529","SAM004400903","Enamine","Z425126494",349.7441,349.063,349.7441,"C16H13ClFN3O3","BF00010941","H12","DMSO",10.01,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"COCCNC(=O)NC(=O)CNc1cccc2CCCCc12",,,"CPD003122604","SAM004296681","Enamine","Z133510884",305.3721,305.1739,305.3721,"C16H23N3O3","BF00010941","I12","DMSO",10.15,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Cc1nnnn1c2cccc(NC(=O)c3cc(F)ccc3Br)c2",,,"CPD003206779","SAM004401190","Enamine","Z394505026",376.1831,375.0131,376.1831,"C15H11BrFN5O","BF00010941","J12","DMSO",10.1,"mM",12,"uL","Soluble","28-Mar-14",98.84,"2014-03-29T07:00:00.0","LCELS_MUX2"
"Cc1ccc(c(C)c1)n2cnnc2SCC(=O)Nc3nc(C)cs3",,,"CPD002186566","SAM004296651","Enamine","Z23680556",359.469,359.0874,359.469,"C16H17N5OS2","BF00010941","K12","DMSO",10.01,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
