"SMILES","SALT","SALT_RATIO","COMPOUND_ID","SAMPLE_ID","SUPPLIER","SUPPLIER_PART_NO","PARENT_AMW","PARENT_EMW","SALTED_MOLECULAR_WEIGHT","MOLECULAR_FORMULA","ALIQUOT_PLATE_BARCODE","ALIQUOT_WELL_ID","ALIQUOT_SOLVENT","ALIQUOT_CONC","ALIQUOT_CONC_UNIT","ALIQUOT_VOLUME","ALIQUOT_VOLUME_UNIT","SOLUBILITY","ALIQUOT_DATE","PURITY_PERCENT","ANALYSIS_DATE","PURITY_METHOD" 
"CC1CC(C)CN(C1)S(=O)(=O)c2ccc(cc2)C(=O)NN3C=Nc4ccccc4C3=O",,,"CPD003154654","SAM004334465","Enamine","Z28941684",440.5153,440.1518,440.5153,"C22H24N4O4S","BF00010936","N14","DMSO",10.22,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CC(NCC(=O)Nc1cc(Cl)ccc1n2cncn2)c3ccc(F)cc3F",,,"CPD001861034","SAM004338936","Enamine","Z46479688",391.8023,391.1011,391.8023,"C18H16ClF2N5O","BF00010936","O14","DMSO",10.21,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"Clc1ccc(NS(=O)(=O)c2ccc(cc2)C(=O)N3CCN(CC3)c4ccccn4)cc1",,,"CPD003154605","SAM004334410","Enamine","Z32749047",456.948,456.1022,456.948,"C22H21ClN4O3S","BF00010936","P14","DMSO",10.07,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CN1C(=S)N(CN2CCC(CCc3ccc(C)cc3)CC2)N=C1C4CCS(=O)(=O)C4",,,"CPD003127991","SAM004303327","Enamine","Z219128262",448.645,448.1966,448.645,"C22H32N4O2S2","BF00010936","A15","DMSO",10.03,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-28T07:00:00.0","LCUV214_UPLC3"
"COc1cccc(NC(=O)C(N2CCN(CC2)S(=O)(=O)Cc3ccccc3)c4ccccc4)c1",,,"CPD003143519","SAM004321451","Enamine","Z46508604",479.5911,479.1878,479.5911,"C26H29N3O4S","BF00010936","B15","DMSO",10.01,"mM",12,"uL","Soluble","28-Mar-14",97.85,"2014-03-28T07:00:00.0","LCELS_MUX2"
"COc1ccccc1NC(=O)\C=C/2\S\C(=C\c3cccnc3)\C(=O)N2C",,,"CPD003128342","SAM004303765","Enamine","Z45969046",367.4215,367.099,367.4215,"C19H17N3O3S","BF00010936","C15","DMSO",10.07,"mM",12,"uL","Soluble","28-Mar-14",99.02,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"NCC(=O)NC1CCS(=O)(=O)C1.Cl","HCl",1,"CPD003143473","SAM004321396","Enamine","Z46279717",192.236,192.0568,228.6969,"C6H12N2O3S","BF00010936","D15","DMSO",10.06,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC1=CC(=O)C(C(=O)\C=C\c2oc(cc2)c3ccc(F)cc3)C(=O)O1",,,"CPD003128375","SAM004303805","Enamine","Z46056499",340.3019,340.0747,340.3019,"C19H13FO5","BF00010936","E15","DMSO",10.28,"mM",12,"uL","Insoluble","28-Mar-14",93.47,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"Cc1cn2c(\C=C\3/SC(=S)NC3=O)c(C)nc2s1",,,"CPD003143781","SAM004321752","Enamine","Z196338124",295.4036,294.9907,295.4036,"C11H9N3OS3","BF00010936","F15","DMSO",10.16,"mM",12,"uL","Insoluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"O=C(CSc1ncc(c2ccccc2)n1Cc3occc3)NC(=O)NC4CC4",,,"CPD003128446","SAM004303894","Enamine","Z223719800",396.4628,396.1256,396.4628,"C20H20N4O3S","BF00010936","G15","DMSO",10.09,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CNC(=O)c1ccccc1NCC(=O)C2=C(N)N(C3CC3)C(=O)NC2=O",,,"CPD003143775","SAM004321745","Enamine","Z195809236",357.3638,357.1437,357.3638,"C17H19N5O4","BF00010936","H15","DMSO",10.07,"mM",12,"uL","Soluble","28-Mar-14",93.89,"2014-03-28T07:00:00.0","LCELS_MUX2"
"COc1cccc(NC(=O)COc2ccc(cc2)C(=O)Nc3nc4CCN(C)Cc4s3)c1",,,"CPD003128199","SAM004303584","Enamine","Z30160663",452.526,452.1518,452.526,"C23H24N4O4S","BF00010936","I15","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",73.2,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"COC(=O)c1cc(oc1C)\C=C\2/NC(=S)N(Cc3occc3)C2=O",,,"CPD003143782","SAM004321753","Enamine","Z188467912",346.3577,346.0623,346.3577,"C16H14N2O5S","BF00010936","J15","DMSO",10.11,"mM",12,"uL","Soluble","28-Mar-14",97.33,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"Cc1cnc(NC(=O)CCNC2=NS(=O)(=O)c3ccccc23)s1",,,"CPD003128393","SAM004303832","Enamine","Z212691278",350.4159,350.0507,350.4159,"C14H14N4O3S2","BF00010936","K15","DMSO",10.27,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"NC(=O)CSCCC(=O)Nc1ccc(Br)c(c1)C(F)(F)F",,,"CPD003143796","SAM004321770","Enamine","Z321080846",385.2,383.9754,385.2,"C12H12BrF3N2O2S","BF00010936","L15","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",98.3,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC(C)c1ccc(CN(C2CC2)C(=O)Nc3ccc(cc3)S(=O)(=O)N)cc1",,,"CPD003144339","SAM004322414","Enamine","Z125902044",387.4958,387.1616,387.4958,"C20H25N3O3S","BF00010936","M15","DMSO",10.06,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CN(C)S(=O)(=O)c1ccc(SC2CCOC2=O)nc1",,,"CPD002307033","SAM004321660","Enamine","Z74648605",302.3698,302.0394,302.3698,"C11H14N2O4S2","BF00010936","N15","DMSO",10.25,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"COc1cc(ccc1O)C(=O)\C=C\c2cc(Cl)c(O)c(OC)c2",,,"CPD003144227","SAM004322280","Enamine","Z46634477",334.7509,334.0608,334.7509,"C17H15ClO5","BF00010936","O15","DMSO",10.16,"mM",12,"uL","Soluble","28-Mar-14",98.44,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CCOC(=O)C1CCN(CC1)C(=O)C(C)OC(=O)c2nc(C)n(n2)c3ccc(F)cc3",,,"CPD002321055","SAM004321844","Enamine","Z151972920",432.4454,432.1808,432.4454,"C21H25FN4O5","BF00010936","P15","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC1=C(C(=O)OC(C(=O)NC2CC2)c3ccccc3)C(=CC(=O)O1)C",,,"CPD002187261","SAM004338868","Enamine","Z194462230",341.3578,341.1263,341.3578,"C19H19NO5","BF00010936","A16","DMSO",10.25,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"FC(F)(F)Oc1ccc2nc(NC(=O)C3CCS(=O)(=O)C3)sc2c1",,,"CPD003155028","SAM004334893","Enamine","Z167537764",380.3626,380.0112,380.3626,"C13H11F3N2O4S2","BF00010936","B16","DMSO",10.25,"mM",12,"uL","Soluble","28-Mar-14",98.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CCOc1ccc(OCC)c(NC(=O)Cn2cnc(c2)[N+](=O)[O-])c1",,,"CPD003158698","SAM004339349","Enamine","Z289908840",334.3272,334.1277,334.3272,"C15H18N4O5","BF00010936","C16","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"Cc1oc(nc1C(=O)N2CCN(CC2)S(=O)(=O)c3cccc(c3)[N+](=O)[O-])c4ccc(Cl)cc4",,,"CPD003154959","SAM004334816","Enamine","Z241202760",490.9167,490.0713,490.9167,"C21H19ClN4O6S","BF00010936","D16","DMSO",10.19,"mM",12,"uL","Soluble","28-Mar-14",98.11,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CCOc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NNc3ccccc3C(F)(F)F",,,"CPD003158790","SAM004339463","Enamine","Z30567793",471.4931,471.1439,471.4931,"C21H24F3N3O4S","BF00010936","E16","DMSO",10.18,"mM",12,"uL","Soluble","28-Mar-14",96.52,"2014-03-27T07:00:00.0","LCELS_MUX2"
"NC(=O)C1CC(=NN1c2ccc(F)cc2)C(=O)Nc3nnc([nH]3)c4ccc(F)cc4",,,"CPD003155319","SAM004335229","Enamine","Z332931770",411.3649,411.1255,411.3649,"C19H15F2N7O2","BF00010936","F16","DMSO",10.21,"mM",12,"uL","Soluble","28-Mar-14",97.22,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"COC(=O)c1ccc(OCc2onc(n2)c3cccs3)c(Br)c1",,,"CPD003158536","SAM004339160","Enamine","Z271434252",395.2278,393.9622,395.2278,"C15H11BrN2O4S","BF00010936","G16","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CCN(CC)S(=O)(=O)c1ccc(cc1)C(C)NC(=O)C2CC(=O)Nc3cc(F)ccc23",,,"CPD002307471","SAM004335110","Enamine","Z224350848",447.5229,447.1628,447.5229,"C22H26FN3O4S","BF00010936","H16","DMSO",10.06,"mM",12,"uL","Soluble","28-Mar-14",92.6,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"CCCc1ccc(cc1)S(=O)(=O)N2CCC(CC2)NS(=O)(=O)c3cccs3",,,"CPD003158596","SAM004339228","Enamine","Z216462462",428.5891,428.0898,428.5891,"C18H24N2O4S3","BF00010936","I16","DMSO",10.03,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"Cc1onc(C)c1C(=O)Nc2ccc(nc2)n3cnc4ccccc34",,,"CPD001889069","SAM004335135","Enamine","Z339389740",333.3439,333.1225,333.3439,"C18H15N5O2","BF00010936","J16","DMSO",10.2,"mM",12,"uL","Soluble","28-Mar-14",98.98,"2014-03-28T07:00:00.0","LCELS_MUX2"
"COC(=O)c1ccccc1C(=O)c2ccc(NC3CCN(CC3)C(C)C)c(c2)[N+](=O)[O-]",,,"CPD003158741","SAM004339404","Enamine","Z271502918",425.4775,425.195,425.4775,"C23H27N3O5","BF00010936","K16","DMSO",10.11,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CCCc1noc(n1)C(C)Sc2nc(N)cc(N)n2",,,"CPD003155167","SAM004335049","Enamine","Z335770300",280.3493,280.1106,280.3493,"C11H16N6OS","BF00010936","L16","DMSO",10.34,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"COc1ccc(NS(=O)(=O)c2ccc(Oc3ncccc3C#N)cc2)cc1",,,"CPD003158963","SAM004339693","Enamine","Z86265950",381.4051,381.0783,381.4051,"C19H15N3O4S","BF00010936","M16","DMSO",10.23,"mM",12,"uL","Soluble","28-Mar-14",98.94,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CCOC(=O)NNC(=O)C1CN(C(=O)C1)c2ccc(OC)cc2",,,"CPD003155241","SAM004335137","Enamine","Z321519138",321.3284,321.1324,321.3284,"C15H19N3O5","BF00010936","N16","DMSO",10.27,"mM",12,"uL","Soluble","28-Mar-14",98.16,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1c(NC(=O)Cc2cccc(F)c2)cccc1[N+](=O)[O-]",,,"CPD003158832","SAM004339510","Enamine","Z32918655",288.2737,288.091,288.2737,"C15H13FN2O3","BF00010936","O16","DMSO",10.06,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CCC1CCC(CC1)(Nc2ccc(OC)cc2)P(=O)(O)O",,,"CPD003155315","SAM004335225","Enamine","Z324553686",313.3291,313.1442,313.3291,"C15H24NO4P","BF00010936","P16","DMSO",10.21,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CN(CN1N=CN(CC=C)C1=S)Cc2cn(nc2c3cccs3)c4ccccc4",,,"CPD003144397","SAM004322488","Enamine","Z118187660",422.5695,422.1347,422.5695,"C21H22N6S2","BF00010936","A17","DMSO",10.18,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-28T07:00:00.0","LCUV214_UPLC3"
"COc1ccc(NC(=O)C2CN(C(=O)C2)c3ccccc3F)cn1",,,"CPD003135921","SAM004312333","Enamine","Z51729079",329.3256,329.1175,329.3256,"C17H16FN3O3","BF00010936","B17","DMSO",10.02,"mM",12,"uL","Soluble","28-Mar-14",94.3,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CCn1c(NC(=O)c2ccc(cc2)S(=O)(=O)C)nc3ccccc13",,,"CPD003144155","SAM004322193","Enamine","Z167284372",343.4001,343.099,343.4001,"C17H17N3O3S","BF00010936","C17","DMSO",10.19,"mM",12,"uL","Insoluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CN1N=C(C(=C(Cl)C1=O)Cl)[N+](=O)[O-]",,,"CPD003135811","SAM004312198","Enamine","Z57965684",224.0016,222.9551,224.0016,"C5H3Cl2N3O3","BF00010936","D17","DMSO",10.27,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1ccccc1OCC(=O)NNC(=O)c2c[nH]nc2c3ccc(F)cc3",,,"CPD003144515","SAM004322639","Enamine","Z224387032",368.3616,368.1284,368.3616,"C19H17FN4O3","BF00010936","E17","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CC(C)(CNC(=O)c1cc(ccc1N2CCC(Cc3ccccc3)CC2)[N+](=O)[O-])N4CCOCC4",,,"CPD001270117","SAM004312286","Enamine","Z27509367",480.6094,480.2736,480.6094,"C27H36N4O4","BF00010936","F17","DMSO",10.2,"mM",12,"uL","Soluble","28-Mar-14",93.82,"2014-03-28T07:00:00.0","LCELS_MUX2"
"COC(=O)c1cc(oc1C)\C=C(\C#N)/S(=O)(=O)c2cc(Cl)ccc2Cl",,,"CPD003144463","SAM004322567","Enamine","Z188458296",400.2332,398.9734,400.2332,"C16H11Cl2NO5S","BF00010936","G17","DMSO",10.24,"mM",12,"uL","Soluble","28-Mar-14",92.47,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"CC(Nc1ccc(OC(F)(F)F)cc1)C(=O)N(C)C2CCS(=O)(=O)C2",,,"CPD003135891","SAM004312295","Enamine","Z240942314",380.3825,380.1017,380.3825,"C15H19F3N2O4S","BF00010936","H17","DMSO",10.25,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CC(NC(=O)Cn1cnnn1)c2cc(F)c(Cl)cc2Cl",,,"CPD000868359","SAM004322720","Enamine","Z28548850",318.1383,317.0246,318.1383,"C11H10Cl2FN5O","BF00010936","I17","DMSO",10.06,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"CCc1sc(cc1C)C(=O)NNC(=O)CN2CCN(CC2)c3ccccc3O",,,"CPD003135905","SAM004312312","Enamine","Z367650382",402.5104,402.1725,402.5104,"C20H26N4O3S","BF00010936","J17","DMSO",10.19,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"[O-][N+](=O)c1c[nH]c(c1)C(=O)NNC(=O)CCc2oc(cc2)c3ccccc3",,,"CPD003144634","SAM004322788","Enamine","Z99413520",368.3434,368.112,368.3434,"C18H16N4O5","BF00010936","K17","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CS(=O)(=O)N1CC(Oc2ccccc12)C(=O)O",,,"CPD003135809","SAM004312196","Enamine","Z88897643",257.263,257.0357,257.263,"C10H11NO5S","BF00010936","L17","DMSO",10.11,"mM",12,"uL","Soluble","28-Mar-14",97.72,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"O=C(CCC1=NNC(=S)NC1=O)N2CCN(CC2)S(=O)(=O)c3ccc(cc3)C4CCCCC4",,,"CPD003144881","SAM004323090","Enamine","Z109489418",491.6267,491.166,491.6267,"C22H29N5O4S2","BF00010936","M17","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",63.93,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"CC(C)(C)c1cc(NC(=O)C2=NN(C(C2)C(=O)N)c3ccc(F)cc3)n(n1)C4CCS(=O)(=O)C4",,,"CPD003135965","SAM004312383","Enamine","Z321133562",490.5509,490.1798,490.5509,"C22H27FN6O4S","BF00010936","N17","DMSO",10.19,"mM",12,"uL","Soluble","28-Mar-14",94.1,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Cn1c(N)nc(N)c(NC(=O)c2ccc(F)cc2F)c1=O",,,"CPD000873598","SAM004322891","Enamine","Z225841372",295.2492,295.088,295.2492,"C12H11F2N5O2","BF00010936","O17","DMSO",10.16,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"O=C(Nc1ccccn1)c2oc(cc2)S(=O)(=O)N3CCOCC3",,,"CPD001370316","SAM004312471","Enamine","Z365715772",337.3528,337.0732,337.3528,"C14H15N3O5S","BF00010936","P17","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Fc1ccc(cc1)S(=O)(=O)Nc2ccc(CC(=O)NCc3occc3)cc2",,,"CPD003159050","SAM004339799","Enamine","Z31407041",388.4144,388.0893,388.4144,"C19H17FN2O4S","BF00010936","A18","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",96.99,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CCN(CC)C(=O)COC(=O)c1cccnc1Sc2ccc3OCCOc3c2",,,"CPD003155395","SAM004335315","Enamine","Z28826900",402.464,402.1249,402.464,"C20H22N2O5S","BF00010936","B18","DMSO",10.19,"mM",12,"uL","Soluble","28-Mar-14",98.5,"2014-03-28T07:00:00.0","LCELS_MUX2"
"COC(=O)c1ccc(cc1)S(=O)(=O)Nc2cc(C)c(s2)C(=O)OC",,,"CPD003158982","SAM004339719","Enamine","Z132970322",369.4126,369.034,369.4126,"C15H15NO6S2","BF00010936","C18","DMSO",10.02,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"CC(NC(=O)C)C(=O)Nc1ncc(Cc2ccc(cc2)C(F)(F)F)s1",,,"CPD003155250","SAM004335148","Enamine","Z280641674",371.3773,371.0915,371.3773,"C16H16F3N3O2S","BF00010936","D18","DMSO",10.23,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"[O-][N+](=O)c1cn(CC(=O)NC2(CCCC2)c3ccc4OCCOc4c3)cn1",,,"CPD003158840","SAM004339520","Enamine","Z289908676",372.3751,372.1433,372.3751,"C18H20N4O5","BF00010936","E18","DMSO",10.2,"mM",12,"uL","Soluble","28-Mar-14",95.5,"2014-03-27T07:00:00.0","LCELS_MUX2"
"Oc1ccc2c(CC(=O)OCC(=O)N(CCC#N)c3ccccc3)coc2c1",,,"CPD003155602","SAM004335573","Enamine","Z17545477",378.378,378.1215,378.378,"C21H18N2O5","BF00010936","F18","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CCOC(=O)c1sc2nc(CSc3ccccc3)nc(N4CC(O)CC4C(=O)N)c2c1C",,,"CPD003159051","SAM004339800","Enamine","Z31155751",472.5803,472.1238,472.5803,"C22H24N4O4S2","BF00010936","G18","DMSO",10.16,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"COCCNc1oc2c(c1c3ccc(cc3)C(=O)OC)c(=O)oc4ccc(F)cc24",,,"CPD003155630","SAM004335618","Enamine","Z361994046",411.3875,411.1118,411.3875,"C22H18FNO6","BF00010936","H18","DMSO",10.21,"mM",12,"uL","Soluble","28-Mar-14",98.65,"2014-03-28T07:00:00.0","LCELS_MUX2"
"FC(F)(F)c1cccc(c1)n2ncc(C(=O)Nc3ccc(cc3)C#N)c2C(F)(F)F",,,"CPD003159254","SAM004340063","Enamine","Z286161260",424.2993,424.0758,424.2993,"C19H10F6N4O","BF00010936","I18","DMSO",10.13,"mM",12,"uL","Soluble","28-Mar-14",98.84,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"Cc1noc2nc(cc(C(=O)N3CCCC3c4nnc5ccccn45)c12)c6ccccc6F",,,"CPD003155610","SAM004335587","Enamine","Z228173002",442.445,442.1553,442.445,"C24H19FN6O2","BF00010936","J18","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",98.21,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC(C)C(CNc1ccc(cc1C#N)[N+](=O)[O-])N2CCN(C)CC2",,,"CPD003159130","SAM004339905","Enamine","Z303141850",331.4126,331.2008,331.4126,"C17H25N5O2","BF00010936","K18","DMSO",10.26,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"COc1ccc(cc1)C(NCc2cccc(OC)c2)P(=O)(O)O",,,"CPD003155514","SAM004335460","Enamine","Z324260382",337.3074,337.1079,337.3074,"C16H20NO5P","BF00010936","L18","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC(=O)c1ccc(NC(=O)CC2S\C(=N\c3ccccn3)\NC2=O)cc1",,,"CPD003159153","SAM004339931","Enamine","Z316056988",368.4096,368.0943,368.4096,"C18H16N4O3S","BF00010936","M18","DMSO",10.04,"mM",12,"uL","Insoluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"Fc1ccc(Br)cc1C(=O)OCC(=O)N2CCNC2=O",,,"CPD003155521","SAM004335468","Enamine","Z28823689",345.1212,343.9807,345.1212,"C12H10BrFN2O4","BF00010936","N18","DMSO",10.14,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"COC(=O)c1ccc(F)c(NC(=O)c2cccc(C)c2[N+](=O)[O-])c1",,,"CPD003159614","SAM004340482","Enamine","Z247058006",332.2832,332.0808,332.2832,"C16H13FN2O5","BF00010936","O18","DMSO",10.23,"mM",12,"uL","Soluble","28-Mar-14",98.55,"2014-03-27T07:00:00.0","LCELS_MUX2"
"O=C(CCCN1C(=O)Oc2ccccc12)NC3CCN(CC3)C(=O)c4occc4",,,"CPD003155746","SAM004335751","Enamine","Z234515082",397.4244,397.1637,397.4244,"C21H23N3O5","BF00010936","P18","DMSO",10.06,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"NC1=C(C(=O)CNc2ccccc2C(=O)NCc3ccccc3)C(=O)NC(=O)N1C4CC4",,,"CPD003145041","SAM004323283","Enamine","Z195748742",433.4598,433.175,433.4598,"C23H23N5O4","BF00010936","A19","DMSO",10.15,"mM",12,"uL","Soluble","28-Mar-14",95.66,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"Oc1cc(C(=O)OCC2=CC(=O)N3C=CSC3=N2)c4ccccc4n1",,,"CPD003135982","SAM004312401","Enamine","Z18856659",353.3519,353.047,353.3519,"C17H11N3O4S","BF00010936","B19","DMSO",10.19,"mM",12,"uL","Soluble","28-Mar-14",90.73,"2014-03-28T07:00:00.0","LCELS_MUX2"
"COc1cc(cc(OC)c1OC)C(=O)\C=C\c2cc(O)c(O)c(Cl)c2",,,"CPD003145134","SAM004323396","Enamine","Z64358107",364.7769,364.0713,364.7769,"C18H17ClO6","BF00010936","C19","DMSO",10.14,"mM",12,"uL","Soluble","28-Mar-14",96.97,"2014-03-27T07:00:00.0","LCELS_MUX2"
"COC(=O)C(C)(C)NC(=O)C1CCCN(C1)S(=O)(=O)C",,,"CPD003136151","SAM004312593","Enamine","Z364088972",306.3784,306.1249,306.3784,"C12H22N2O5S","BF00010936","D19","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CC1(NC(=O)N(CC(=O)Nc2sccc2C#N)C1=O)c3ccccc3",,,"CPD003145249","SAM004323532","Enamine","Z25727988",354.384,354.0786,354.384,"C17H14N4O3S","BF00010936","E19","DMSO",10.16,"mM",12,"uL","Soluble","28-Mar-14",98.12,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CC(C)Cc1ccc(cc1)C(C)NC(=O)Cn2c(CS(=O)(=O)C)nc3ccccc23",,,"CPD003136088","SAM004312522","Enamine","Z195019592",427.5596,427.1929,427.5596,"C23H29N3O3S","BF00010936","F19","DMSO",10.06,"mM",12,"uL","Soluble","28-Mar-14",97.55,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC1(NC(=O)N(CC(=O)N2CCC(=N2)c3ccccc3)C1=O)c4occc4",,,"CPD001885566","SAM004323695","Enamine","Z226435588",366.3706,366.1328,366.3706,"C19H18N4O4","BF00010936","G19","DMSO",10.1,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CC(C)Cn1nc(C)c(CCC(=O)Nc2ncc(Cc3ccc(cc3)C#N)s2)c1C",,,"CPD003136518","SAM004313022","Enamine","Z280695836",421.5583,421.1936,421.5583,"C23H27N5OS","BF00010936","H19","DMSO",10.2,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC(Sc1nnc(C)[nH]1)C(=O)Nc2ccc(cc2)C(F)(F)F",,,"CPD003145336","SAM004323632","Enamine","Z226766012",330.3287,330.0762,330.3287,"C13H13F3N4OS","BF00010936","I19","DMSO",10.29,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CCc1nnc(NC(=O)c2c(C)nc(nc2SC)c3occc3)s1",,,"CPD003136357","SAM004312834","Enamine","Z275039802",361.4419,361.0667,361.4419,"C15H15N5O2S2","BF00010936","J19","DMSO",10.24,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"COc1ccc(cc1)c2cc(C(=O)O)c3cc4OCCOc4cc3n2",,,"CPD003145691","SAM004324056","Enamine","Z259632092",337.326,337.095,337.326,"C19H15NO5","BF00010936","K19","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
