cmpdBarcode	plateType	wellReference	corp_name	batch_number	cmpdConc	supplier
E0007749	Library	G006	DNS001335023	3	500	NA
E0007749	Library	G007	DNS001335656	2	500	NA
E0007749	Library	G008	DNS001335051	2	500	NA
E0007749	Library	G009	DNS000107147	4	500	NA
E0007749	Library	G010	DNS001335086	2	500	NA
E0007749	Library	G011	DNS001335163	2	500	NA
E0007749	Library	H001	DNS000116203	3	500	NA
E0007749	Library	H002	DNS001335575	2	500	NA
E0007749	Library	H003	DNS000082230	3	500	NA
E0007749	Library	H004	DNS001335017	2	500	NA
E0007749	Library	H005	DNS000117514	3	500	NA
E0007749	Library	H006	DNS001335074	2	500	NA
E0007749	Library	H007	DNS001335000	2	500	NA
E0007749	Library	H008	DNS000125595	3	500	NA
E0007749	Library	H009	DNS000117638	3	500	NA
E0007749	Library	H010	DNS001335740	2	500	NA
E0007749	Library	H011	DNS000749770	3	500	NA
E0007750	Library	A001	DNS000792996	3	500	NA
E0007750	Library	A002	DNS001344234	2	500	NA
E0007750	Library	A003	DNS001344168	2	500	NA
E0007750	Library	A004	DNS000012567	3	500	NA
E0007750	Library	A005	DNS001344170	2	500	NA
E0007750	Library	A006	DNS001344221	2	500	NA
E0007750	Library	A007	DNS000010272	6	500	NA
E0007750	Library	A008	DNS001344212	2	500	NA
E0007750	Library	A009	DNS000010920	3	500	NA
E0007750	Library	A010	DNS000015737	3	500	NA
E0007750	Library	A011	DNS001344191	2	500	NA
E0007750	Library	B001	DNS001335136	2	500	NA
E0007750	Library	B002	DNS000000328	5	500	NA
E0007750	Library	B003	DNS001344237	2	500	NA
E0007750	Library	B004	DNS001344238	2	500	NA
E0007750	Library	B005	DNS000063296	3	500	NA
E0007750	Library	B006	DNS001344179	2	500	NA
E0007750	Library	B007	DNS001344196	2	500	NA
E0007750	Library	B008	DNS001344219	2	500	NA
E0007750	Library	B009	DNS000011080	4	500	NA
E0007750	Library	B010	DNS001344230	2	500	NA
E0007750	Library	B011	DNS001335067	2	500	NA
E0007750	Library	C001	DNS001344282	2	500	NA
E0007750	Library	C002	DNS001344200	2	500	NA
E0007750	Library	C003	DNS001344193	2	500	NA
E0007750	Library	C004	DNS001303775	4	500	NA
E0007750	Library	C005	DNS001344273	2	500	NA
E0007750	Library	C006	DNS001344165	2	500	NA
E0007750	Library	C007	DNS000027160	4	500	NA
E0007750	Library	C008	DNS001006305	3	500	NA
E0007750	Library	C009	DNS000011318	3	500	NA
E0007750	Library	C010	DNS001344202	2	500	NA
E0007750	Library	C011	DNS000151909	5	500	NA
E0007750	Library	D001	DNS001335046	2	500	NA
E0007750	Library	D002	DNS000030096	3	500	NA
E0007750	Library	D003	DNS001344160	2	500	NA
E0007750	Library	D004	DNS001344286	2	500	NA
E0007750	Library	D005	DNS001344257	2	500	NA
E0007750	Library	D006	DNS001344155	2	500	NA
E0007750	Library	D007	DNS001344275	2	500	NA
E0007750	Library	D008	DNS001335187	2	500	NA
E0007750	Library	D009	DNS000011910	5	500	NA
E0007750	Library	D010	DNS000023606	3	500	NA
E0007750	Library	D011	DNS000011633	3	500	NA
E0007750	Library	E001	DNS001344245	2	500	NA
E0007750	Library	E002	DNS000018792	4	500	NA
E0007750	Library	E003	DNS001344166	2	500	NA
E0007750	Library	E004	DNS001344117	1	500	NA
E0007750	Library	E005	DNS001344269	2	500	NA
E0007750	Library	E006	DNS001344192	2	500	NA
E0007750	Library	E007	DNS001344225	2	500	NA
E0007750	Library	E008	DNS001344226	2	500	NA
E0007750	Library	E009	DNS000012291	3	500	NA
E0007750	Library	E010	DNS001335141	2	500	NA
E0007750	Library	E011	DNS000011641	3	500	NA
E0007750	Library	F001	DNS000362949	3	500	NA
E0007750	Library	F002	DNS000011460	4	500	NA
E0007750	Library	F003	DNS001344244	2	500	NA
E0007750	Library	F004	DNS001344284	2	500	NA
E0007750	Library	F005	DNS001344211	2	500	NA
E0007750	Library	F006	DNS001344236	2	500	NA
E0007750	Library	F007	DNS000090698	3	500	NA
E0007750	Library	F008	DNS001344215	2	500	NA
E0007750	Library	F009	DNS000012445	4	500	NA
E0007750	Library	F010	DNS000024009	3	500	NA
E0007750	Library	F011	DNS001335116	2	500	NA
E0007750	Library	G001	DNS000137023	3	500	NA
E0007750	Library	G002	DNS001344207	2	500	NA
E0007750	Library	G003	DNS001344248	2	500	NA
E0007750	Library	G004	DNS000116486	3	500	NA
E0007750	Library	G005	DNS001344203	2	500	NA
E0007750	Library	G006	DNS001344208	2	500	NA
E0007750	Library	G007	DNS001344180	2	500	NA
E0007750	Library	G008	DNS000010240	3	500	NA
E0007750	Library	G009	DNS000012475	4	500	NA
E0007750	Library	G010	DNS000026095	4	500	NA
E0007750	Library	G011	DNS000103837	4	500	NA
E0007750	Library	H001	DNS000011893	3	500	NA
E0007750	Library	H002	DNS001344280	2	500	NA
E0007750	Library	H003	DNS001344279	2	500	NA
E0007750	Library	H004	DNS001344272	2	500	NA
E0007750	Library	H005	DNS001344285	2	500	NA
E0007750	Library	H006	DNS001344227	2	500	NA
E0007750	Library	H007	DNS001344195	2	500	NA
E0007750	Library	H008	DNS000010569	4	500	NA
E0007750	Library	H009	DNS000013802	3	500	NA
E0007750	Library	H010	DNS001335044	2	500	NA
E0007750	Library	H011	DNS000000809	3	500	NA
E0017146	Library	A001	DNS000298345	1	30.303	NA
E0017146	Library	A002	DNS000295452	1	30.303	NA
E0017146	Library	A003	DNS000299222	1	30.303	NA
E0017146	Library	A004	DNS000294531	1	30.303	NA
E0017146	Library	A005	DNS000298348	1	30.303	NA
E0017146	Library	A006	DNS000294534	1	30.303	NA
E0017146	Library	A007	DNS000299078	1	30.303	NA
E0017146	Library	A008	DNS000295694	1	30.303	NA
E0017146	Library	A009	DNS000298352	1	30.303	NA
E0017146	Library	A010	DNS000295400	1	30.303	NA
E0017146	Library	A011	DNS000299422	1	30.303	NA
E0017146	Library	A012	DNS000021739	3	30.303	NA
E0017146	Library	A013	DNS000299571	1	30.303	NA
E0017146	Library	A014	DNS000295641	1	30.303	NA
E0017146	Library	A015	DNS000298354	1	30.303	NA
E0017146	Library	A016	DNS000295266	1	30.303	NA
E0017146	Library	A017	DNS000299193	1	30.303	NA
E0017146	Library	A018	DNS000295656	1	30.303	NA
E0017146	Library	A019	DNS000298356	1	30.303	NA
E0017146	Library	A020	DNS000295071	1	30.303	NA
E0017146	Library	A021	DNS000298357	1	30.303	NA
E0017146	Library	A022	DNS000295604	1	30.303	NA
L1013736	Standards	A023	DNS000000001	1	0	NA
L1013736	Standards	A024	DNS001132171	1	30.303	NA
E0017146	Library	B001	DNS000285136	1	30.303	NA
E0017146	Library	B002	DNS000270609	1	30.303	NA
E0017146	Library	B003	DNS000285385	1	30.303	NA
E0017146	Library	B004	DNS000271153	1	30.303	NA
E0017146	Library	B005	DNS000284134	1	30.303	NA
E0017146	Library	B006	DNS000270613	1	30.303	NA
E0017146	Library	B007	DNS000284138	1	30.303	NA
E0017146	Library	B008	DNS000270615	1	30.303	NA
E0017146	Library	B009	DNS000284139	1	30.303	NA
E0017146	Library	B010	DNS000271154	1	30.303	NA
E0017146	Library	B011	DNS000285076	1	30.303	NA
E0017146	Library	B012	DNS000270619	1	30.303	NA
E0017146	Library	B013	DNS000284142	1	30.303	NA
E0017146	Library	B014	DNS000270622	1	30.303	NA
E0017146	Library	B015	DNS000150891	2	30.303	NA
E0017146	Library	B016	DNS000271647	1	30.303	NA
E0017146	Library	B017	DNS000285431	1	30.303	NA
E0017146	Library	B018	DNS000270627	1	30.303	NA
E0017146	Library	B019	DNS000284148	1	30.303	NA
E0017146	Library	B020	DNS000271480	1	30.303	NA
E0017146	Library	B021	DNS000285217	1	30.303	NA
E0017146	Library	B022	DNS000271832	1	30.303	NA
L1013736	Standards	B023	DNS001132171	1	30.303	NA
L1013736	Standards	B024	DNS000000001	1	0	NA
E0017146	Library	C001	DNS000298425	1	30.303	NA
E0017146	Library	C002	DNS000294607	1	30.303	NA
E0017146	Library	C003	DNS000298428	1	30.303	NA
E0017146	Library	C004	DNS000118022	2	30.303	NA
E0017146	Library	C005	DNS000299000	1	30.303	NA
E0017146	Library	C006	DNS000294609	1	30.303	NA
E0017146	Library	C007	DNS000299319	1	30.303	NA
E0017146	Library	C008	DNS000295623	1	30.303	NA
E0017146	Library	C009	DNS000298430	1	30.303	NA
E0017146	Library	C010	DNS000295631	1	30.303	NA
E0017146	Library	C011	DNS000141209	2	30.303	NA
E0017146	Library	C012	DNS000294611	1	30.303	NA
E0017146	Library	C013	DNS000299178	1	30.303	NA
E0017146	Library	C014	DNS000097148	2	30.303	NA
E0017146	Library	C015	DNS000299573	1	30.303	NA
E0017146	Library	C016	DNS000294613	1	30.303	NA
E0017146	Library	C017	DNS000299354	1	30.303	NA
E0017146	Library	C018	DNS000295657	1	30.303	NA
E0017146	Library	C019	DNS000299511	1	30.303	NA
E0017146	Library	C020	DNS000294617	1	30.303	NA
E0017146	Library	C021	DNS000299059	1	30.303	NA
E0017146	Library	C022	DNS000171398	2	30.303	NA
L1013736	Standards	C023	DNS000000001	1	0	NA
L1013736	Standards	C024	DNS001132171	1	30.303	NA
E0017146	Library	D001	DNS000284211	1	30.303	NA
E0017146	Library	D002	DNS000270688	1	30.303	NA
E0017146	Library	D003	DNS000284213	1	30.303	NA
E0017146	Library	D004	DNS000271254	1	30.303	NA
E0017146	Library	D005	DNS000284216	1	30.303	NA
E0017146	Library	D006	DNS000271777	1	30.303	NA
E0017146	Library	D007	DNS000284218	1	30.303	NA
E0017146	Library	D008	DNS000270694	1	30.303	NA
E0017146	Library	D009	DNS000285330	1	30.303	NA
E0017146	Library	D010	DNS000271349	1	30.303	NA
E0017146	Library	D011	DNS000284222	1	30.303	NA
E0017146	Library	D012	DNS000270695	1	30.303	NA
E0017146	Library	D013	DNS000284225	1	30.303	NA
E0017146	Library	D014	DNS000270697	1	30.303	NA
E0017146	Library	D015	DNS000285346	1	30.303	NA
E0017146	Library	D016	DNS000270698	1	30.303	NA
E0017146	Library	D017	DNS000284230	1	30.303	NA
E0017146	Library	D018	DNS000271167	1	30.303	NA
E0017146	Library	D019	DNS000284862	1	30.303	NA
E0017146	Library	D020	DNS000270702	1	30.303	NA
E0017146	Library	D021	DNS000285031	1	30.303	NA
E0017146	Library	D022	DNS000270704	1	30.303	NA
L1013736	Standards	D023	DNS001132171	1	30.303	NA
L1013736	Standards	D024	DNS000000001	1	0	NA
E0017146	Library	E001	DNS000122828	2	30.303	NA
E0017146	Library	E002	DNS000295453	1	30.303	NA
E0017146	Library	E003	DNS000298494	1	30.303	NA
E0017146	Library	E004	DNS000295380	1	30.303	NA
E0017146	Library	E005	DNS000298495	1	30.303	NA
E0017146	Library	E006	DNS000295465	1	30.303	NA
E0017146	Library	E007	DNS000298496	1	30.303	NA
E0017146	Library	E008	DNS000295315	1	30.303	NA
E0017146	Library	E009	DNS000298498	1	30.303	NA
E0017146	Library	E010	DNS000295401	1	30.303	NA
E0017146	Library	E011	DNS000299090	1	30.303	NA
E0017146	Library	E012	DNS000294680	1	30.303	NA
E0017146	Library	E013	DNS000163529	2	30.303	NA
E0017146	Library	E014	DNS000295331	1	30.303	NA
E0017146	Library	E015	DNS000298503	1	30.303	NA
E0017146	Library	E016	DNS000180971	2	30.303	NA
E0017146	Library	E017	DNS000299039	1	30.303	NA
E0017146	Library	E018	DNS000295724	1	30.303	NA
E0017146	Library	E019	DNS000298506	1	30.303	NA
E0017146	Library	E020	DNS000295215	1	30.303	NA
E0017146	Library	E021	DNS000299289	1	30.303	NA
E0017146	Library	E022	DNS000295535	1	30.303	NA
L1013736	Standards	E023	DNS000000001	1	0	NA
L1013736	Standards	E024	DNS001132171	1	30.303	NA
E0017146	Library	F001	DNS000284286	1	30.303	NA
E0017146	Library	F002	DNS000270767	1	30.303	NA
E0017146	Library	F003	DNS000284713	1	30.303	NA
E0017146	Library	F004	DNS000271418	1	30.303	NA
E0017146	Library	F005	DNS000285236	1	30.303	NA
E0017146	Library	F006	DNS000271604	1	30.303	NA
E0017146	Library	F007	DNS000285061	1	30.303	NA
E0017146	Library	F008	DNS000270774	1	30.303	NA
E0017146	Library	F009	DNS000284291	1	30.303	NA
E0017146	Library	F010	DNS000270778	1	30.303	NA
E0017146	Library	F011	DNS000284834	1	30.303	NA
E0017146	Library	F012	DNS000271538	1	30.303	NA
E0017146	Library	F013	DNS000285185	1	30.303	NA
E0017146	Library	F014	DNS000219088	2	30.303	NA
E0017146	Library	F015	DNS000284297	1	30.303	NA
E0017146	Library	F016	DNS000271178	1	30.303	NA
E0017146	Library	F017	DNS000284852	1	30.303	NA
E0017146	Library	F018	DNS000270785	1	30.303	NA
E0017146	Library	F019	DNS000284298	1	30.303	NA
E0017146	Library	F020	DNS000270787	1	30.303	NA
E0017146	Library	F021	DNS000285126	1	30.303	NA
E0017146	Library	F022	DNS000271910	1	30.303	NA
L1013736	Standards	F023	DNS001132171	1	30.303	NA
L1013736	Standards	F024	DNS000000001	1	0	NA
E0017146	Library	G001	DNS000298569	1	30.303	NA
E0017146	Library	G002	DNS000294746	1	30.303	NA
E0017146	Library	G003	DNS000298571	1	30.303	NA
E0017146	Library	G004	DNS000294748	1	30.303	NA
E0017146	Library	G005	DNS000135305	2	30.303	NA
E0017146	Library	G006	DNS000076858	2	30.303	NA
E0017146	Library	G007	DNS000299320	1	30.303	NA
E0017146	Library	G008	DNS000295476	1	30.303	NA
E0017146	Library	G009	DNS000299416	1	30.303	NA
E0017146	Library	G010	DNS000124991	2	30.303	NA
E0017146	Library	G011	DNS000299169	1	30.303	NA
E0017146	Library	G012	DNS000127794	2	30.303	NA
E0017146	Library	G013	DNS000298579	1	30.303	NA
E0017146	Library	G014	DNS000068893	2	30.303	NA
E0017146	Library	G015	DNS000298582	1	30.303	NA
E0017146	Library	G016	DNS000113265	2	30.303	NA
E0017146	Library	G017	DNS000298585	1	30.303	NA
E0017146	Library	G018	DNS000294757	1	30.303	NA
E0017146	Library	G019	DNS000298587	1	30.303	NA
E0017146	Library	G020	DNS000294758	1	30.303	NA
E0017146	Library	G021	DNS000299454	1	30.303	NA
E0017146	Library	G022	DNS000184988	2	30.303	NA
L1013736	Standards	G023	DNS000000001	1	0	NA
L1013736	Standards	G024	DNS001132171	1	30.303	NA
E0017146	Library	H001	DNS000284369	1	30.303	NA
E0017146	Library	H002	DNS000271839	1	30.303	NA
E0017146	Library	H003	DNS000285229	1	30.303	NA
E0017146	Library	H004	DNS000271847	1	30.303	NA
E0017146	Library	H005	DNS000284980	1	30.303	NA
E0017146	Library	H006	DNS000270848	1	30.303	NA
E0017146	Library	H007	DNS000284372	1	30.303	NA
E0017146	Library	H008	DNS000271711	1	30.303	NA
E0017146	Library	H009	DNS000285067	1	30.303	NA
E0017146	Library	H010	DNS000270851	1	30.303	NA
E0017146	Library	H011	DNS000284375	1	30.303	NA
E0017146	Library	H012	DNS000270853	1	30.303	NA
E0017146	Library	H013	DNS000285342	1	30.303	NA
E0017146	Library	H014	DNS000218880	2	30.303	NA
E0017146	Library	H015	DNS000284379	1	30.303	NA
E0017146	Library	H016	DNS000271187	1	30.303	NA
E0017146	Library	H017	DNS000285432	1	30.303	NA
E0017146	Library	H018	DNS000271742	1	30.303	NA
E0017146	Library	H019	DNS000284863	1	30.303	NA
E0017146	Library	H020	DNS000271666	1	30.303	NA
E0017146	Library	H021	DNS000285127	1	30.303	NA
E0017146	Library	H022	DNS000271833	1	30.303	NA
L1013736	Standards	H023	DNS001132171	1	30.303	NA
L1013736	Standards	H024	DNS000000001	1	0	NA
E0017146	Library	I001	DNS000299524	1	30.303	NA
E0017146	Library	I002	DNS000294811	1	30.303	NA
E0017146	Library	I003	DNS000298643	1	30.303	NA
E0017146	Library	I004	DNS000295615	1	30.303	NA
E0017146	Library	I005	DNS000299076	1	30.303	NA
E0017146	Library	I006	DNS000009089	3	30.303	NA
E0017146	Library	I007	DNS000298648	1	30.303	NA
E0017146	Library	I008	DNS000096808	3	30.303	NA
E0017146	Library	I009	DNS000298650	1	30.303	NA
E0017146	Library	I010	DNS000295571	1	30.303	NA
E0017146	Library	I011	DNS000298653	1	30.303	NA
E0017146	Library	I012	DNS000294821	1	30.303	NA
E0017146	Library	I013	DNS000299098	1	30.303	NA
E0017146	Library	I014	DNS000295419	1	30.303	NA
E0017146	Library	I015	DNS000298938	1	30.303	NA
E0017146	Library	I016	DNS000294822	1	30.303	NA
E0017146	Library	I017	DNS000298656	1	30.303	NA
E0017146	Library	I018	DNS000294824	1	30.303	NA
E0017146	Library	I019	DNS000299361	1	30.303	NA
E0017146	Library	I020	DNS000295216	1	30.303	NA
E0017146	Library	I021	DNS000299210	1	30.303	NA
E0017146	Library	I022	DNS000294826	1	30.303	NA
L1013736	Standards	I023	DNS000000001	1	0	NA
L1013736	Standards	I024	DNS001132171	1	30.303	NA
E0017146	Library	J001	DNS000285303	1	30.303	NA
E0017146	Library	J002	DNS000271840	1	30.303	NA
E0017146	Library	J003	DNS000284444	1	30.303	NA
E0017146	Library	J004	DNS000271198	1	30.303	NA
E0017146	Library	J005	DNS000284446	1	30.303	NA
E0017146	Library	J006	DNS000270925	1	30.303	NA
E0017146	Library	J007	DNS000284449	1	30.303	NA
E0017146	Library	J008	DNS000270926	1	30.303	NA
E0017146	Library	J009	DNS000284452	1	30.303	NA
E0017146	Library	J010	DNS000270928	1	30.303	NA
E0017146	Library	J011	DNS000285077	1	30.303	NA
E0017146	Library	J012	DNS000270931	1	30.303	NA
E0017146	Library	J013	DNS000285269	1	30.303	NA
E0017146	Library	J014	DNS000270932	1	30.303	NA
E0017146	Library	J015	DNS000285196	1	30.303	NA
E0017146	Library	J016	DNS000270934	1	30.303	NA
E0017146	Library	J017	DNS000285021	1	30.303	NA
E0017146	Library	J018	DNS000271199	1	30.303	NA
E0017146	Library	J019	DNS000285113	1	30.303	NA
E0017146	Library	J020	DNS000271669	1	30.303	NA
E0017146	Library	J021	DNS000284460	1	30.303	NA
E0017146	Library	J022	DNS000271397	1	30.303	NA
L1013736	Standards	J023	DNS001132171	1	30.303	NA
L1013736	Standards	J024	DNS000000001	1	0	NA
E0017146	Library	K001	DNS000298948	1	30.303	NA
E0017146	Library	K002	DNS000295544	1	30.303	NA
E0017146	Library	K003	DNS000299389	1	30.303	NA
E0017146	Library	K004	DNS000295299	1	30.303	NA
E0017146	Library	K005	DNS000298709	1	30.303	NA
E0017146	Library	K006	DNS000294879	1	30.303	NA
E0017146	Library	K007	DNS000299543	1	30.303	NA
E0017146	Library	K008	DNS000295171	1	30.303	NA
E0017146	Library	K009	DNS000298712	1	30.303	NA
E0017146	Library	K010	DNS000294881	1	30.303	NA
E0017146	Library	K011	DNS000298715	1	30.303	NA
E0017146	Library	K012	DNS000295409	1	30.303	NA
E0017146	Library	K013	DNS000298716	1	30.303	NA
E0017146	Library	K014	DNS000295192	1	30.303	NA
E0017146	Library	K015	DNS000299184	1	30.303	NA
E0017146	Library	K016	DNS000088656	2	30.303	NA
E0017146	Library	K017	DNS000168778	2	30.303	NA
E0017146	Library	K018	DNS000093145	2	30.303	NA
E0017146	Library	K019	DNS000299447	1	30.303	NA
E0017146	Library	K020	DNS000061252	2	30.303	NA
E0017146	Library	K021	DNS000298722	1	30.303	NA
E0017146	Library	K022	DNS000136035	2	30.303	NA
L1013736	Standards	K023	DNS000000001	1	0	NA
L1013736	Standards	K024	DNS001132171	1	30.303	NA
E0017146	Library	L001	DNS000285137	1	30.303	NA
E0017146	Library	L002	DNS000270987	1	30.303	NA
E0017146	Library	L003	DNS000284508	1	30.303	NA
E0017146	Library	L004	DNS000270988	1	30.303	NA
E0017146	Library	L005	DNS000284749	1	30.303	NA
E0017146	Library	L006	DNS000270990	1	30.303	NA
E0017146	Library	L007	DNS000285247	1	30.303	NA
E0017146	Library	L008	DNS000270993	1	30.303	NA
E0017146	Library	L009	DNS000285407	1	30.303	NA
E0017146	Library	L010	DNS000271277	1	30.303	NA
E0017146	Library	L011	DNS000284512	1	30.303	NA
E0017146	Library	L012	DNS000271540	1	30.303	NA
E0017146	Library	L013	DNS000284514	1	30.303	NA
E0017146	Library	L014	DNS000270996	1	30.303	NA
E0017146	Library	L015	DNS000284516	1	30.303	NA
E0017146	Library	L016	DNS000270997	1	30.303	NA
E0017146	Library	L017	DNS000284518	1	30.303	NA
E0017146	Library	L018	DNS000271743	1	30.303	NA
E0017146	Library	L019	DNS000285210	1	30.303	NA
E0017146	Library	L020	DNS000271000	1	30.303	NA
E0017146	Library	L021	DNS000285034	1	30.303	NA
E0017146	Library	L022	DNS000271208	1	30.303	NA
L1013736	Standards	L023	DNS001132171	1	30.303	NA
L1013736	Standards	L024	DNS000000001	1	0	NA
E0017146	Library	M001	DNS000298765	1	30.303	NA
E0017146	Library	M002	DNS000295226	1	30.303	NA
E0017146	Library	M003	DNS000135950	2	30.303	NA
E0017146	Library	M004	DNS000140612	2	30.303	NA
E0017146	Library	M005	DNS000299310	1	30.303	NA
E0017146	Library	M006	DNS000295560	1	30.303	NA
E0017146	Library	M007	DNS000135295	2	30.303	NA
E0017146	Library	M008	DNS000295626	1	30.303	NA
E0017146	Library	M009	DNS000299324	1	30.303	NA
E0017146	Library	M010	DNS000294938	1	30.303	NA
E0017146	Library	M011	DNS000299254	1	30.303	NA
E0017146	Library	M012	DNS000294939	1	30.303	NA
E0017146	Library	M013	DNS000298771	1	30.303	NA
E0017146	Library	M014	DNS000294942	1	30.303	NA
E0017146	Library	M015	DNS000298774	1	30.303	NA
E0017146	Library	M016	DNS000295647	1	30.303	NA
E0017146	Library	M017	DNS000298960	1	30.303	NA
E0017146	Library	M018	DNS000063523	2	30.303	NA
E0017146	Library	M019	DNS000298961	1	30.303	NA
E0017146	Library	M020	DNS000295600	1	30.303	NA
E0017146	Library	M021	DNS000298777	1	30.303	NA
E0017146	Library	M022	DNS000295605	1	30.303	NA
L1013736	Standards	M023	DNS000000001	1	0	NA
L1013736	Standards	M024	DNS001132171	1	30.303	NA
E0017146	Library	N001	DNS000284565	1	30.303	NA
E0017146	Library	N002	DNS000271051	1	30.303	NA
E0017146	Library	N003	DNS000284966	1	30.303	NA
E0017146	Library	N004	DNS000271055	1	30.303	NA
E0017146	Library	N005	DNS000284568	1	30.303	NA
E0017146	Library	N006	DNS000271058	1	30.303	NA
E0017146	Library	N007	DNS000284570	1	30.303	NA
E0017146	Library	N008	DNS000271060	1	30.303	NA
E0017146	Library	N009	DNS000284572	1	30.303	NA
E0017146	Library	N010	DNS000271062	1	30.303	NA
E0017146	Library	N011	DNS000285180	1	30.303	NA
E0017146	Library	N012	DNS000271064	1	30.303	NA
E0017146	Library	N013	DNS000284577	1	30.303	NA
E0017146	Library	N014	DNS000271450	1	30.303	NA
E0017146	Library	N015	DNS000284761	1	30.303	NA
E0017146	Library	N016	DNS000271648	1	30.303	NA
E0017146	Library	N017	DNS000285280	1	30.303	NA
E0017146	Library	N018	DNS000271654	1	30.303	NA
E0017146	Library	N019	DNS000284581	1	30.303	NA
E0017146	Library	N020	DNS000271071	1	30.303	NA
E0017146	Library	N021	DNS000284793	1	30.303	NA
E0017146	Library	N022	DNS000271073	1	30.303	NA
L1013736	Standards	N023	DNS001132171	1	30.303	NA
L1013736	Standards	N024	DNS000000001	1	0	NA
E0017146	Library	O001	DNS000299218	1	30.303	NA
E0017146	Library	O002	DNS000100439	2	30.303	NA
E0017146	Library	O003	DNS000298835	1	30.303	NA
E0017146	Library	O004	DNS000295301	1	30.303	NA
E0017146	Library	O005	DNS000299077	1	30.303	NA
E0017146	Library	O006	DNS000295620	1	30.303	NA
E0017146	Library	O007	DNS000298839	1	30.303	NA
E0017146	Library	O008	DNS000295003	1	30.303	NA
E0017146	Library	O009	DNS000299555	1	30.303	NA
E0017146	Library	O010	DNS000295004	1	30.303	NA
E0017146	Library	O011	DNS000299023	1	30.303	NA
E0017146	Library	O012	DNS000295712	1	30.303	NA
E0017146	Library	O013	DNS000299179	1	30.303	NA
E0017146	Library	O014	DNS000295193	1	30.303	NA
E0017146	Library	O015	DNS000298847	1	30.303	NA
E0017146	Library	O016	DNS000063583	2	30.303	NA
E0017146	Library	O017	DNS000299112	1	30.303	NA
E0017146	Library	O018	DNS000025049	2	30.303	NA
E0017146	Library	O019	DNS000298851	1	30.303	NA
E0017146	Library	O020	DNS000017449	2	30.303	NA
E0017146	Library	O021	DNS000299211	1	30.303	NA
E0017146	Library	O022	DNS000295015	1	30.303	NA
L1013736	Standards	O023	DNS000000001	1	0	NA
L1013736	Standards	O024	DNS001132171	1	30.303	NA
E0017146	Library	P001	DNS000285139	1	30.303	NA
E0017146	Library	P002	DNS000271248	1	30.303	NA
E0017146	Library	P003	DNS000285047	1	30.303	NA
E0017146	Library	P004	DNS000271239	1	30.303	NA
E0017146	Library	P005	DNS000285392	1	30.303	NA
E0017146	Library	P006	DNS000271131	1	30.303	NA
E0017146	Library	P007	DNS000284645	1	30.303	NA
E0017146	Library	P008	DNS000271134	1	30.303	NA
E0017146	Library	P009	DNS000284775	1	30.303	NA
E0017146	Library	P010	DNS000271278	1	30.303	NA
E0017146	Library	P011	DNS000285414	1	30.303	NA
E0017146	Library	P012	DNS000271361	1	30.303	NA
E0017146	Library	P013	DNS000284776	1	30.303	NA
E0017146	Library	P014	DNS000271143	1	30.303	NA
E0017146	Library	P015	DNS000285010	1	30.303	NA
E0017146	Library	P016	DNS000219510	2	30.303	NA
E0017146	Library	P017	DNS000284648	1	30.303	NA
E0017146	Library	P018	DNS000271308	1	30.303	NA
E0017146	Library	P019	DNS000284939	1	30.303	NA
E0017146	Library	P020	DNS000271147	1	30.303	NA
E0017146	Library	P021	DNS000284652	1	30.303	NA
E0017146	Library	P022	DNS000271148	1	30.303	NA
L1013736	Standards	P023	DNS001132171	1	30.303	NA
L1013736	Standards	P024	DNS000000001	1	0	NA
E0017147	Library	A001	DNS000296697	1	30.303	NA
E0017147	Library	A002	DNS000291828	1	30.303	NA
E0017147	Library	A003	DNS000295750	1	30.303	NA
E0017147	Library	A004	DNS000291499	1	30.303	NA
E0017147	Library	A005	DNS000295753	1	30.303	NA
E0017147	Library	A006	DNS000290701	1	30.303	NA
E0017147	Library	A007	DNS000295754	1	30.303	NA
E0017147	Library	A008	DNS000290704	1	30.303	NA
E0017147	Library	A009	DNS000296886	1	30.303	NA
E0017147	Library	A010	DNS000291598	1	30.303	NA
E0017147	Library	A011	DNS000295756	1	30.303	NA
E0017147	Library	A012	DNS000290706	1	30.303	NA
E0017147	Library	A013	DNS000296582	1	30.303	NA
E0017147	Library	A014	DNS000290708	1	30.303	NA
E0017147	Library	A015	DNS000296301	1	30.303	NA
E0017147	Library	A016	DNS000291798	1	30.303	NA
E0017147	Library	A017	DNS000295757	1	30.303	NA
E0017147	Library	A018	DNS000290712	1	30.303	NA
E0017147	Library	A019	DNS000296987	1	30.303	NA
E0017147	Library	A020	DNS000291555	1	30.303	NA
E0017147	Library	A021	DNS000295760	1	30.303	NA
E0017147	Library	A022	DNS000290714	1	30.303	NA
E0017147	Library	B001	DNS000272884	1	30.303	NA
E0017147	Library	B002	DNS000290742	1	30.303	NA
E0017147	Library	B003	DNS000271914	1	30.303	NA
E0017147	Library	B004	DNS000291664	1	30.303	NA
E0017147	Library	B005	DNS000271917	1	30.303	NA
E0017147	Library	B006	DNS000290746	1	30.303	NA
E0017147	Library	B007	DNS000273256	1	30.303	NA
E0017147	Library	B008	DNS000291774	1	30.303	NA
E0017147	Library	B009	DNS000272915	1	30.303	NA
E0017147	Library	B010	DNS000290750	1	30.303	NA
E0017147	Library	B011	DNS000271921	1	30.303	NA
E0017147	Library	B012	DNS000291257	1	30.303	NA
E0017147	Library	B013	DNS000273195	1	30.303	NA
