Source Barcode,Source Well,Destination Barcode,Destination Plate Size,Destination Well,Amount Transferred,Amount Units,Final Concentration,Concentration Units,Final Volume,Final Volume Units,Liquid Type,Date Time,Protocol,Is New Plate,Possible Transfer Error
BF00007315,H14,AP00000004,384,H14,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,H15,AP00000004,384,H15,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,H16,AP00000004,384,H16,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,H17,AP00000004,384,H17,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,H18,AP00000004,384,H18,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,H19,AP00000004,384,H19,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,H20,AP00000004,384,H20,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,H21,AP00000004,384,H21,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,H22,AP00000004,384,H22,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,H23,AP00000004,384,H23,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,H24,AP00000004,384,H24,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I1,AP00000004,384,I1,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I2,AP00000004,384,I2,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I3,AP00000004,384,I3,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I4,AP00000004,384,I4,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I5,AP00000004,384,I5,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I6,AP00000004,384,I6,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I7,AP00000004,384,I7,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I8,AP00000004,384,I8,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I9,AP00000004,384,I9,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I10,AP00000004,384,I10,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I11,AP00000004,384,I11,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I12,AP00000004,384,I12,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I13,AP00000004,384,I13,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I14,AP00000004,384,I14,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I15,AP00000004,384,I15,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I16,AP00000004,384,I16,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I17,AP00000004,384,I17,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I18,AP00000004,384,I18,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I19,AP00000004,384,I19,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I20,AP00000004,384,I20,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I21,AP00000004,384,I21,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I22,AP00000004,384,I22,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I23,AP00000004,384,I23,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,I24,AP00000004,384,I24,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J1,AP00000004,384,J1,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J2,AP00000004,384,J2,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J3,AP00000004,384,J3,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J4,AP00000004,384,J4,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J5,AP00000004,384,J5,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J6,AP00000004,384,J6,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J7,AP00000004,384,J7,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J8,AP00000004,384,J8,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J9,AP00000004,384,J9,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J10,AP00000004,384,J10,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J11,AP00000004,384,J11,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J12,AP00000004,384,J12,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J13,AP00000004,384,J13,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J14,AP00000004,384,J14,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J15,AP00000004,384,J15,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J16,AP00000004,384,J16,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J17,AP00000004,384,J17,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J18,AP00000004,384,J18,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J19,AP00000004,384,J19,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J20,AP00000004,384,J20,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J21,AP00000004,384,J21,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J22,AP00000004,384,J22,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J23,AP00000004,384,J23,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,J24,AP00000004,384,J24,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K1,AP00000004,384,K1,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K2,AP00000004,384,K2,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K3,AP00000004,384,K3,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K4,AP00000004,384,K4,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K5,AP00000004,384,K5,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K6,AP00000004,384,K6,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K7,AP00000004,384,K7,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K8,AP00000004,384,K8,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K9,AP00000004,384,K9,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K10,AP00000004,384,K10,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K11,AP00000004,384,K11,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K12,AP00000004,384,K12,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K13,AP00000004,384,K13,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K14,AP00000004,384,K14,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K15,AP00000004,384,K15,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K16,AP00000004,384,K16,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K17,AP00000004,384,K17,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K18,AP00000004,384,K18,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K19,AP00000004,384,K19,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K20,AP00000004,384,K20,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K21,AP00000004,384,K21,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K22,AP00000004,384,K22,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K23,AP00000004,384,K23,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,K24,AP00000004,384,K24,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L1,AP00000004,384,L1,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L2,AP00000004,384,L2,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L3,AP00000004,384,L3,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L4,AP00000004,384,L4,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L5,AP00000004,384,L5,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L6,AP00000004,384,L6,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L7,AP00000004,384,L7,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L8,AP00000004,384,L8,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L9,AP00000004,384,L9,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L10,AP00000004,384,L10,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L11,AP00000004,384,L11,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L12,AP00000004,384,L12,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L13,AP00000004,384,L13,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L14,AP00000004,384,L14,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L15,AP00000004,384,L15,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L16,AP00000004,384,L16,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L17,AP00000004,384,L17,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L18,AP00000004,384,L18,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L19,AP00000004,384,L19,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L20,AP00000004,384,L20,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L21,AP00000004,384,L21,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L22,AP00000004,384,L22,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L23,AP00000004,384,L23,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,L24,AP00000004,384,L24,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M1,AP00000004,384,M1,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M2,AP00000004,384,M2,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M3,AP00000004,384,M3,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M4,AP00000004,384,M4,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M5,AP00000004,384,M5,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M6,AP00000004,384,M6,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M7,AP00000004,384,M7,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M8,AP00000004,384,M8,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M9,AP00000004,384,M9,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M10,AP00000004,384,M10,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M11,AP00000004,384,M11,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M12,AP00000004,384,M12,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M13,AP00000004,384,M13,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M14,AP00000004,384,M14,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M15,AP00000004,384,M15,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M16,AP00000004,384,M16,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M17,AP00000004,384,M17,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M18,AP00000004,384,M18,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M19,AP00000004,384,M19,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M20,AP00000004,384,M20,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M21,AP00000004,384,M21,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M22,AP00000004,384,M22,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M23,AP00000004,384,M23,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,M24,AP00000004,384,M24,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N1,AP00000004,384,N1,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N2,AP00000004,384,N2,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N3,AP00000004,384,N3,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N4,AP00000004,384,N4,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N5,AP00000004,384,N5,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N6,AP00000004,384,N6,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N7,AP00000004,384,N7,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N8,AP00000004,384,N8,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N9,AP00000004,384,N9,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N10,AP00000004,384,N10,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N11,AP00000004,384,N11,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N12,AP00000004,384,N12,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N13,AP00000004,384,N13,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N14,AP00000004,384,N14,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N15,AP00000004,384,N15,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N16,AP00000004,384,N16,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N17,AP00000004,384,N17,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N18,AP00000004,384,N18,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N19,AP00000004,384,N19,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N20,AP00000004,384,N20,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N21,AP00000004,384,N21,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N22,AP00000004,384,N22,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N23,AP00000004,384,N23,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,N24,AP00000004,384,N24,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O1,AP00000004,384,O1,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O2,AP00000004,384,O2,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O3,AP00000004,384,O3,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O4,AP00000004,384,O4,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O5,AP00000004,384,O5,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O6,AP00000004,384,O6,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O7,AP00000004,384,O7,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O8,AP00000004,384,O8,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O9,AP00000004,384,O9,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O10,AP00000004,384,O10,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O11,AP00000004,384,O11,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O12,AP00000004,384,O12,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O13,AP00000004,384,O13,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O14,AP00000004,384,O14,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O15,AP00000004,384,O15,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O16,AP00000004,384,O16,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O17,AP00000004,384,O17,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O18,AP00000004,384,O18,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O19,AP00000004,384,O19,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O20,AP00000004,384,O20,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O21,AP00000004,384,O21,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O22,AP00000004,384,O22,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O23,AP00000004,384,O23,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,O24,AP00000004,384,O24,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P1,AP00000004,384,P1,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P2,AP00000004,384,P2,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P3,AP00000004,384,P3,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P4,AP00000004,384,P4,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P5,AP00000004,384,P5,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P6,AP00000004,384,P6,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P7,AP00000004,384,P7,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P8,AP00000004,384,P8,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P9,AP00000004,384,P9,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P10,AP00000004,384,P10,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P11,AP00000004,384,P11,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P12,AP00000004,384,P12,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P13,AP00000004,384,P13,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P14,AP00000004,384,P14,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P15,AP00000004,384,P15,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P16,AP00000004,384,P16,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P17,AP00000004,384,P17,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P18,AP00000004,384,P18,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P19,AP00000004,384,P19,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P20,AP00000004,384,P20,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P21,AP00000004,384,P21,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P22,AP00000004,384,P22,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P23,AP00000004,384,P23,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
BF00007315,P24,AP00000004,384,P24,0.4,uL,,,0.4,uL,,2013-04-18 7:11,Primary Screen,TRUE,FALSE
