BARCODE,WELL_NAME,BATCH_CODE,VOLUME,VOLUME_STRING,CONCENTRATION,CONCENTRATION_STRING,CONCENTRATION_UNIT,ID,WELL_ID,VOLUME_UNIT
TEST0001,N15,CMPD-0066374-1,40,NA,100.1410305,NA,uM,327,327,uL
TEST0001,N16,CMPD-0066374-1,40,NA,100.9477923,NA,uM,328,328,uL
TEST0001,N17,CMPD-0066374-1,40,NA,100.350604,NA,uM,329,329,uL
TEST0001,N18,CMPD-0066374-1,40,NA,100.5603644,NA,uM,330,330,uL
TEST0001,N19,CMPD-0054127-1,40,NA,100.8858334,NA,uM,331,331,uL
TEST0001,N20,CMPD-0054127-1,40,NA,100.8269574,NA,uM,332,332,uL
TEST0001,N21,CMPD-0054127-1,40,NA,100.9090145,NA,uM,333,333,uL
TEST0001,N22,CMPD-0054127-1,40,NA,100.3085212,NA,uM,334,334,uL
TEST0001,N23,PBS,40,NA,5,NA,uM,335,335,uL
TEST0001,N24,RD36882,40,NA,2,NA,uM,336,336,uL
TEST0001,O01,DMSO,40,NA,NA,infinite,uM,337,337,uL
TEST0001,O02,DMSO,40,NA,NA,infinite,uM,338,338,uL
TEST0001,O03,CMPD-0026523-1,40,NA,100.6009693,NA,uM,339,339,uL
TEST0001,O04,CMPD-0026523-1,40,NA,100.7676276,NA,uM,340,340,uL
TEST0001,O05,CMPD-0026523-1,40,NA,100.8429577,NA,uM,341,341,uL
TEST0001,O06,CMPD-0026523-1,40,NA,100.902154,NA,uM,342,342,uL
TEST0001,O07,CMPD-0001191-1,40,NA,100.0692972,NA,uM,343,343,uL
TEST0001,O08,CMPD-0001191-1,40,NA,100.5659426,NA,uM,344,344,uL
TEST0001,O09,CMPD-0001191-1,40,NA,100.7933009,NA,uM,345,345,uL
TEST0001,O10,CMPD-0001191-1,40,NA,100.6408264,NA,uM,346,346,uL
TEST0001,O11,CMPD-0011984-1,40,NA,100.9363872,NA,uM,347,347,uL
TEST0001,O12,CMPD-0011984-1,40,NA,100.2845989,NA,uM,348,348,uL
TEST0001,O13,CMPD-0011984-1,40,NA,100.4275972,NA,uM,349,349,uL
TEST0001,O14,CMPD-0011984-1,40,NA,100.7130681,NA,uM,350,350,uL
TEST0001,O15,CMPD-0058823-1,40,NA,100.1408537,NA,uM,351,351,uL
TEST0001,O16,CMPD-0058823-1,40,NA,100.8324982,NA,uM,352,352,uL
TEST0001,O17,CMPD-0058823-1,40,NA,100.1734576,NA,uM,353,353,uL
TEST0001,O18,CMPD-0058823-1,40,NA,100.9651644,NA,uM,354,354,uL
TEST0001,O19,CMPD-0064057-1,40,NA,100.2830437,NA,uM,355,355,uL
TEST0001,O20,CMPD-0064057-1,40,NA,100.0135714,NA,uM,356,356,uL
TEST0001,O21,CMPD-0064057-1,40,NA,100.8146926,NA,uM,357,357,uL
TEST0001,O22,CMPD-0064057-1,40,NA,100.5133153,NA,uM,358,358,uL
TEST0001,O23,PBS,40,NA,5,NA,uM,359,359,uL
TEST0001,O24,RD36882,40,NA,2,NA,uM,360,360,uL
TEST0001,P01,DMSO,40,NA,NA,infinite,uM,361,361,uL
TEST0001,P02,DMSO,40,NA,NA,infinite,uM,362,362,uL
TEST0001,P03,CMPD-0020962-1,40,NA,100.7492373,NA,uM,363,363,uL
TEST0001,P04,CMPD-0020962-1,40,NA,100.6574251,NA,uM,364,364,uL
TEST0001,P05,CMPD-0020962-1,40,NA,100.3797158,NA,uM,365,365,uL
TEST0001,P06,CMPD-0020962-1,40,NA,100.5496342,NA,uM,366,366,uL
TEST0001,P07,CMPD-0080233-1,40,NA,100.5587381,NA,uM,367,367,uL
TEST0001,P08,CMPD-0080233-1,40,NA,100.9928767,NA,uM,368,368,uL
TEST0001,P09,CMPD-0080233-1,40,NA,100.4128574,NA,uM,369,369,uL
TEST0001,P10,CMPD-0080233-1,40,NA,100.2563383,NA,uM,370,370,uL
TEST0001,P11,CMPD-0020847-1,40,NA,100.1094749,NA,uM,371,371,uL
TEST0001,P12,CMPD-0020847-1,40,NA,100.406711,NA,uM,372,372,uL
TEST0001,P13,CMPD-0020847-1,40,NA,100.9796939,NA,uM,373,373,uL
TEST0001,P14,CMPD-0020847-1,40,NA,100.8448739,NA,uM,374,374,uL
TEST0001,P15,CMPD-0112647-1,40,NA,100.2468293,NA,uM,375,375,uL
TEST0001,P16,CMPD-0112647-1,40,NA,100.6797777,NA,uM,376,376,uL
TEST0001,P17,CMPD-0112647-1,40,NA,100.5845549,NA,uM,377,377,uL
TEST0001,P18,CMPD-0112647-1,40,NA,100.2883643,NA,uM,378,378,uL
TEST0001,P19,CMPD-0130771-1,40,NA,100.9508265,NA,uM,379,379,uL
TEST0001,P20,CMPD-0130771-1,40,NA,100.6101981,NA,uM,380,380,uL
TEST0001,P21,CMPD-0130771-1,40,NA,100.599314,NA,uM,381,381,uL
TEST0001,P22,CMPD-0130771-1,40,NA,100.709854,NA,uM,382,382,uL
TEST0001,P23,PBS,40,NA,5,NA,uM,383,383,uL
TEST0001,P24,RD36882,40,NA,2,NA,uM,384,384,uL
TEST0001,A01,SUGAR,40,NA,20,NA,uM,385,1,uL
TEST0001,A02,SUGAR,40,NA,20,NA,uM,386,2,uL
TEST0001,A05,SUGAR,40,NA,20,NA,uM,387,5,uL
TEST0001,A06,SUGAR,40,NA,20,NA,uM,388,6,uL
TEST0001,A09,SUGAR,40,NA,20,NA,uM,389,9,uL
TEST0001,A10,SUGAR,40,NA,20,NA,uM,390,10,uL
TEST0001,A13,SUGAR,40,NA,20,NA,uM,391,13,uL
TEST0001,A14,SUGAR,40,NA,20,NA,uM,392,14,uL
TEST0001,A17,SUGAR,40,NA,20,NA,uM,393,17,uL
TEST0001,A18,SUGAR,40,NA,20,NA,uM,394,18,uL
TEST0001,A21,SUGAR,40,NA,20,NA,uM,395,21,uL
TEST0001,A22,SUGAR,40,NA,20,NA,uM,396,22,uL
TEST0001,B01,SUGAR,40,NA,20,NA,uM,397,25,uL
TEST0001,B02,SUGAR,40,NA,20,NA,uM,398,26,uL
TEST0001,B05,SUGAR,40,NA,20,NA,uM,399,29,uL
TEST0001,B06,SUGAR,40,NA,20,NA,uM,400,30,uL
TEST0001,B09,SUGAR,40,NA,20,NA,uM,401,33,uL
TEST0001,B10,SUGAR,40,NA,20,NA,uM,402,34,uL
TEST0001,B13,SUGAR,40,NA,20,NA,uM,403,37,uL
TEST0001,B14,SUGAR,40,NA,20,NA,uM,404,38,uL
TEST0001,B17,SUGAR,40,NA,20,NA,uM,405,41,uL
TEST0001,B18,SUGAR,40,NA,20,NA,uM,406,42,uL
TEST0001,B21,SUGAR,40,NA,20,NA,uM,407,45,uL
TEST0001,B22,SUGAR,40,NA,20,NA,uM,408,46,uL
TEST0001,C01,SUGAR,40,NA,20,NA,uM,409,49,uL
TEST0001,C02,SUGAR,40,NA,20,NA,uM,410,50,uL
TEST0001,C05,SUGAR,40,NA,20,NA,uM,411,53,uL
TEST0001,C06,SUGAR,40,NA,20,NA,uM,412,54,uL
TEST0001,C09,SUGAR,40,NA,20,NA,uM,413,57,uL
TEST0001,C10,SUGAR,40,NA,20,NA,uM,414,58,uL
TEST0001,C13,SUGAR,40,NA,20,NA,uM,415,61,uL
TEST0001,C14,SUGAR,40,NA,20,NA,uM,416,62,uL
TEST0001,C17,SUGAR,40,NA,20,NA,uM,417,65,uL
TEST0001,C18,SUGAR,40,NA,20,NA,uM,418,66,uL
TEST0001,C21,SUGAR,40,NA,20,NA,uM,419,69,uL
TEST0001,C22,SUGAR,40,NA,20,NA,uM,420,70,uL
TEST0001,D01,SUGAR,40,NA,20,NA,uM,421,73,uL
TEST0001,D02,SUGAR,40,NA,20,NA,uM,422,74,uL
TEST0001,D05,SUGAR,40,NA,20,NA,uM,423,77,uL
TEST0001,D06,SUGAR,40,NA,20,NA,uM,424,78,uL
TEST0001,D09,SUGAR,40,NA,20,NA,uM,425,81,uL
TEST0001,D10,SUGAR,40,NA,20,NA,uM,426,82,uL
TEST0001,D13,SUGAR,40,NA,20,NA,uM,427,85,uL
TEST0001,D14,SUGAR,40,NA,20,NA,uM,428,86,uL
TEST0001,D17,SUGAR,40,NA,20,NA,uM,429,89,uL
TEST0001,D18,SUGAR,40,NA,20,NA,uM,430,90,uL
TEST0001,D21,SUGAR,40,NA,20,NA,uM,431,93,uL
TEST0001,D22,SUGAR,40,NA,20,NA,uM,432,94,uL
TEST0001,E01,SUGAR,40,NA,20,NA,uM,433,97,uL
TEST0001,E02,SUGAR,40,NA,20,NA,uM,434,98,uL
TEST0001,E05,SUGAR,40,NA,20,NA,uM,435,101,uL
TEST0001,E06,SUGAR,40,NA,20,NA,uM,436,102,uL
TEST0001,E09,SUGAR,40,NA,20,NA,uM,437,105,uL
TEST0001,E10,SUGAR,40,NA,20,NA,uM,438,106,uL
TEST0001,E13,SUGAR,40,NA,20,NA,uM,439,109,uL
TEST0001,E14,SUGAR,40,NA,20,NA,uM,440,110,uL
TEST0001,E17,SUGAR,40,NA,20,NA,uM,441,113,uL
TEST0001,E18,SUGAR,40,NA,20,NA,uM,442,114,uL
TEST0001,E21,SUGAR,40,NA,20,NA,uM,443,117,uL
TEST0001,E22,SUGAR,40,NA,20,NA,uM,444,118,uL
TEST0001,F01,SUGAR,40,NA,20,NA,uM,445,121,uL
TEST0001,F02,SUGAR,40,NA,20,NA,uM,446,122,uL
TEST0001,F05,SUGAR,40,NA,20,NA,uM,447,125,uL
TEST0001,F06,SUGAR,40,NA,20,NA,uM,448,126,uL
TEST0001,F09,SUGAR,40,NA,20,NA,uM,449,129,uL
TEST0001,F10,SUGAR,40,NA,20,NA,uM,450,130,uL
TEST0001,F13,SUGAR,40,NA,20,NA,uM,451,133,uL
TEST0001,F14,SUGAR,40,NA,20,NA,uM,452,134,uL
TEST0001,F17,SUGAR,40,NA,20,NA,uM,453,137,uL
TEST0001,F18,SUGAR,40,NA,20,NA,uM,454,138,uL
TEST0001,F21,SUGAR,40,NA,20,NA,uM,455,141,uL
TEST0001,F22,SUGAR,40,NA,20,NA,uM,456,142,uL
TEST0001,G01,SUGAR,40,NA,20,NA,uM,457,145,uL
TEST0001,G02,SUGAR,40,NA,20,NA,uM,458,146,uL
TEST0001,G05,SUGAR,40,NA,20,NA,uM,459,149,uL
TEST0001,G06,SUGAR,40,NA,20,NA,uM,460,150,uL
TEST0001,G09,SUGAR,40,NA,20,NA,uM,461,153,uL
TEST0001,G10,SUGAR,40,NA,20,NA,uM,462,154,uL
TEST0001,G13,SUGAR,40,NA,20,NA,uM,463,157,uL
TEST0001,G14,SUGAR,40,NA,20,NA,uM,464,158,uL
TEST0001,G17,SUGAR,40,NA,20,NA,uM,465,161,uL
TEST0001,G18,SUGAR,40,NA,20,NA,uM,466,162,uL
TEST0001,G21,SUGAR,40,NA,20,NA,uM,467,165,uL
TEST0001,G22,SUGAR,40,NA,20,NA,uM,468,166,uL
TEST0001,H01,SUGAR,40,NA,20,NA,uM,469,169,uL
TEST0001,H02,SUGAR,40,NA,20,NA,uM,470,170,uL
TEST0001,H05,SUGAR,40,NA,20,NA,uM,471,173,uL
TEST0001,H06,SUGAR,40,NA,20,NA,uM,472,174,uL
TEST0001,H09,SUGAR,40,NA,20,NA,uM,473,177,uL
TEST0001,H10,SUGAR,40,NA,20,NA,uM,474,178,uL
TEST0001,H13,SUGAR,40,NA,20,NA,uM,475,181,uL
TEST0001,H14,SUGAR,40,NA,20,NA,uM,476,182,uL
TEST0001,H17,SUGAR,40,NA,20,NA,uM,477,185,uL
TEST0001,H18,SUGAR,40,NA,20,NA,uM,478,186,uL
TEST0001,H21,SUGAR,40,NA,20,NA,uM,479,189,uL
TEST0001,H22,SUGAR,40,NA,20,NA,uM,480,190,uL
TEST0001,I01,SUGAR,40,NA,20,NA,uM,481,193,uL
TEST0001,I02,SUGAR,40,NA,20,NA,uM,482,194,uL
TEST0001,I05,SUGAR,40,NA,20,NA,uM,483,197,uL
TEST0001,I06,SUGAR,40,NA,20,NA,uM,484,198,uL
TEST0001,I09,SUGAR,40,NA,20,NA,uM,485,201,uL
TEST0001,I10,SUGAR,40,NA,20,NA,uM,486,202,uL
TEST0001,I13,SUGAR,40,NA,20,NA,uM,487,205,uL
TEST0001,I14,SUGAR,40,NA,20,NA,uM,488,206,uL
TEST0001,I17,SUGAR,40,NA,20,NA,uM,489,209,uL
TEST0001,I18,SUGAR,40,NA,20,NA,uM,490,210,uL
TEST0001,I21,SUGAR,40,NA,20,NA,uM,491,213,uL
TEST0001,I22,SUGAR,40,NA,20,NA,uM,492,214,uL
TEST0001,J01,SUGAR,40,NA,20,NA,uM,493,217,uL
TEST0001,J02,SUGAR,40,NA,20,NA,uM,494,218,uL
TEST0001,J05,SUGAR,40,NA,20,NA,uM,495,221,uL
TEST0001,J06,SUGAR,40,NA,20,NA,uM,496,222,uL
TEST0001,J09,SUGAR,40,NA,20,NA,uM,497,225,uL
TEST0001,J10,SUGAR,40,NA,20,NA,uM,498,226,uL
TEST0001,J13,SUGAR,40,NA,20,NA,uM,499,229,uL
TEST0001,J14,SUGAR,40,NA,20,NA,uM,500,230,uL
TEST0001,J17,SUGAR,40,NA,20,NA,uM,501,233,uL
TEST0001,J18,SUGAR,40,NA,20,NA,uM,502,234,uL
TEST0001,J21,SUGAR,40,NA,20,NA,uM,503,237,uL
TEST0001,J22,SUGAR,40,NA,20,NA,uM,504,238,uL
TEST0001,K01,SUGAR,40,NA,20,NA,uM,505,241,uL
TEST0001,K02,SUGAR,40,NA,20,NA,uM,506,242,uL
TEST0001,K05,SUGAR,40,NA,20,NA,uM,507,245,uL
TEST0001,K06,SUGAR,40,NA,20,NA,uM,508,246,uL
TEST0001,K09,SUGAR,40,NA,20,NA,uM,509,249,uL
TEST0001,K10,SUGAR,40,NA,20,NA,uM,510,250,uL
TEST0001,K13,SUGAR,40,NA,20,NA,uM,511,253,uL
TEST0001,K14,SUGAR,40,NA,20,NA,uM,512,254,uL
TEST0001,K17,SUGAR,40,NA,20,NA,uM,513,257,uL
TEST0001,K18,SUGAR,40,NA,20,NA,uM,514,258,uL
TEST0001,K21,SUGAR,40,NA,20,NA,uM,515,261,uL
TEST0001,K22,SUGAR,40,NA,20,NA,uM,516,262,uL
TEST0001,L01,SUGAR,40,NA,20,NA,uM,517,265,uL
TEST0001,L02,SUGAR,40,NA,20,NA,uM,518,266,uL
TEST0001,L05,SUGAR,40,NA,20,NA,uM,519,269,uL
TEST0001,L06,SUGAR,40,NA,20,NA,uM,520,270,uL
TEST0001,L09,SUGAR,40,NA,20,NA,uM,521,273,uL
TEST0001,L10,SUGAR,40,NA,20,NA,uM,522,274,uL
TEST0001,L13,SUGAR,40,NA,20,NA,uM,523,277,uL
TEST0001,L14,SUGAR,40,NA,20,NA,uM,524,278,uL
TEST0001,L17,SUGAR,40,NA,20,NA,uM,525,281,uL
TEST0001,L18,SUGAR,40,NA,20,NA,uM,526,282,uL
TEST0001,L21,SUGAR,40,NA,20,NA,uM,527,285,uL
TEST0001,L22,SUGAR,40,NA,20,NA,uM,528,286,uL
TEST0001,M01,SUGAR,40,NA,20,NA,uM,529,289,uL
TEST0001,M02,SUGAR,40,NA,20,NA,uM,530,290,uL
TEST0001,M05,SUGAR,40,NA,20,NA,uM,531,293,uL
TEST0001,M06,SUGAR,40,NA,20,NA,uM,532,294,uL
TEST0001,M09,SUGAR,40,NA,20,NA,uM,533,297,uL
TEST0001,M10,SUGAR,40,NA,20,NA,uM,534,298,uL
TEST0001,M13,SUGAR,40,NA,20,NA,uM,535,301,uL
TEST0001,M14,SUGAR,40,NA,20,NA,uM,536,302,uL
TEST0001,M17,SUGAR,40,NA,20,NA,uM,537,305,uL
TEST0001,M18,SUGAR,40,NA,20,NA,uM,538,306,uL
TEST0001,M21,SUGAR,40,NA,20,NA,uM,539,309,uL
TEST0001,M22,SUGAR,40,NA,20,NA,uM,540,310,uL
TEST0001,N01,SUGAR,40,NA,20,NA,uM,541,313,uL
TEST0001,N02,SUGAR,40,NA,20,NA,uM,542,314,uL
TEST0001,N05,SUGAR,40,NA,20,NA,uM,543,317,uL
TEST0001,N06,SUGAR,40,NA,20,NA,uM,544,318,uL
TEST0001,N09,SUGAR,40,NA,20,NA,uM,545,321,uL
TEST0001,N10,SUGAR,40,NA,20,NA,uM,546,322,uL
TEST0001,N13,SUGAR,40,NA,20,NA,uM,547,325,uL
TEST0001,N14,SUGAR,40,NA,20,NA,uM,548,326,uL
TEST0001,N17,SUGAR,40,NA,20,NA,uM,549,329,uL
TEST0001,N18,SUGAR,40,NA,20,NA,uM,550,330,uL
TEST0001,N21,SUGAR,40,NA,20,NA,uM,551,333,uL
TEST0001,N22,SUGAR,40,NA,20,NA,uM,552,334,uL
TEST0001,O01,SUGAR,40,NA,20,NA,uM,553,337,uL
TEST0001,O02,SUGAR,40,NA,20,NA,uM,554,338,uL
TEST0001,O05,SUGAR,40,NA,20,NA,uM,555,341,uL
TEST0001,O06,SUGAR,40,NA,20,NA,uM,556,342,uL
TEST0001,O09,SUGAR,40,NA,20,NA,uM,557,345,uL
TEST0001,O10,SUGAR,40,NA,20,NA,uM,558,346,uL
TEST0001,O13,SUGAR,40,NA,20,NA,uM,559,349,uL
TEST0001,O14,SUGAR,40,NA,20,NA,uM,560,350,uL
TEST0001,O17,SUGAR,40,NA,20,NA,uM,561,353,uL
TEST0001,O18,SUGAR,40,NA,20,NA,uM,562,354,uL
TEST0001,O21,SUGAR,40,NA,20,NA,uM,563,357,uL
TEST0001,O22,SUGAR,40,NA,20,NA,uM,564,358,uL
TEST0001,P01,SUGAR,40,NA,20,NA,uM,565,361,uL
TEST0001,P02,SUGAR,40,NA,20,NA,uM,566,362,uL
TEST0001,P05,SUGAR,40,NA,20,NA,uM,567,365,uL
TEST0001,P06,SUGAR,40,NA,20,NA,uM,568,366,uL
TEST0001,P09,SUGAR,40,NA,20,NA,uM,569,369,uL
TEST0001,P10,SUGAR,40,NA,20,NA,uM,570,370,uL
TEST0001,P13,SUGAR,40,NA,20,NA,uM,571,373,uL
TEST0001,P14,SUGAR,40,NA,20,NA,uM,572,374,uL
TEST0001,P17,SUGAR,40,NA,20,NA,uM,573,377,uL
TEST0001,P18,SUGAR,40,NA,20,NA,uM,574,378,uL
TEST0001,P21,SUGAR,40,NA,20,NA,uM,575,381,uL
TEST0001,P22,SUGAR,40,NA,20,NA,uM,576,382,uL
TEST0001,A24,SUGAR,40,NA,20,NA,uM,577,24,uL
TEST0001,B24,SUGAR,40,NA,20,NA,uM,578,48,uL
TEST0001,C24,SUGAR,40,NA,20,NA,uM,579,72,uL
TEST0001,D24,SUGAR,40,NA,20,NA,uM,580,96,uL
TEST0001,E24,SUGAR,40,NA,20,NA,uM,581,120,uL
TEST0001,F24,SUGAR,40,NA,20,NA,uM,582,144,uL
TEST0001,G24,SUGAR,40,NA,20,NA,uM,583,168,uL
TEST0001,H24,SUGAR,40,NA,20,NA,uM,584,192,uL
TEST0001,I24,SUGAR,40,NA,20,NA,uM,585,216,uL
TEST0001,J24,SUGAR,40,NA,20,NA,uM,586,240,uL
TEST0001,K24,SUGAR,40,NA,20,NA,uM,587,264,uL
TEST0001,L24,SUGAR,40,NA,20,NA,uM,588,288,uL
TEST0001,M24,SUGAR,40,NA,20,NA,uM,589,312,uL
TEST0001,N24,SUGAR,40,NA,20,NA,uM,590,336,uL
TEST0001,O24,SUGAR,40,NA,20,NA,uM,591,360,uL
TEST0001,P24,SUGAR,40,NA,20,NA,uM,592,384,uL
TEST0002,A01,DMSO,40,NA,NA,infinite,uM,501,501,uL
TEST0002,A02,DMSO,40,NA,NA,infinite,uM,502,502,uL
TEST0002,A03,CMPD-0098526-1,40,NA,100.0318807,NA,uM,503,503,uL
TEST0002,A04,CMPD-0098526-1,40,NA,100.7201399,NA,uM,504,504,uL
TEST0002,A05,CMPD-0098526-1,40,NA,100.3381354,NA,uM,505,505,uL
TEST0002,A06,CMPD-0098526-1,40,NA,100.624014,NA,uM,506,506,uL
TEST0002,A07,CMPD-0094665-1,40,NA,100.5306196,NA,uM,507,507,uL
TEST0002,A08,CMPD-0094665-1,40,NA,100.7292064,NA,uM,508,508,uL
TEST0002,A09,CMPD-0094665-1,40,NA,100.3774357,NA,uM,509,509,uL
TEST0002,A10,CMPD-0094665-1,40,NA,100.9059702,NA,uM,510,510,uL
TEST0002,A11,CMPD-0136577-1,40,NA,100.2384519,NA,uM,511,511,uL
TEST0002,A12,CMPD-0136577-1,40,NA,100.17341,NA,uM,512,512,uL
TEST0002,A13,CMPD-0136577-1,40,NA,100.9224974,NA,uM,513,513,uL
TEST0002,A14,CMPD-0136577-1,40,NA,100.0095585,NA,uM,514,514,uL
TEST0002,A15,CMPD-0013142-1,40,NA,100.6487481,NA,uM,515,515,uL
TEST0002,A16,CMPD-0013142-1,40,NA,100.439936,NA,uM,516,516,uL
TEST0002,A17,CMPD-0013142-1,40,NA,100.626632,NA,uM,517,517,uL
TEST0002,A18,CMPD-0013142-1,40,NA,100.5866038,NA,uM,518,518,uL
TEST0002,A19,CMPD-0037038-1,40,NA,100.8275084,NA,uM,519,519,uL
TEST0002,A20,CMPD-0037038-1,40,NA,100.9873045,NA,uM,520,520,uL
TEST0002,A21,CMPD-0037038-1,40,NA,100.1978732,NA,uM,521,521,uL
TEST0002,A22,CMPD-0037038-1,40,NA,100.6044877,NA,uM,522,522,uL
TEST0002,A23,PBS,40,NA,5,NA,uM,523,523,uL
TEST0002,A24,RD36882,40,NA,2,NA,uM,524,524,uL
TEST0002,B01,DMSO,40,NA,NA,infinite,uM,525,525,uL
TEST0002,B02,DMSO,40,NA,NA,infinite,uM,526,526,uL
TEST0002,B03,CMPD-0103054-1,40,NA,100.6728312,NA,uM,527,527,uL
TEST0002,B04,CMPD-0103054-1,40,NA,100.6419235,NA,uM,528,528,uL
TEST0002,B05,CMPD-0103054-1,40,NA,100.2520588,NA,uM,529,529,uL
TEST0002,B06,CMPD-0103054-1,40,NA,100.595121,NA,uM,530,530,uL
TEST0002,B07,CMPD-0095812-1,40,NA,100.3798236,NA,uM,531,531,uL
TEST0002,B08,CMPD-0095812-1,40,NA,100.0704057,NA,uM,532,532,uL
TEST0002,B09,CMPD-0095812-1,40,NA,100.6503742,NA,uM,533,533,uL
TEST0002,B10,CMPD-0095812-1,40,NA,100.2984045,NA,uM,534,534,uL
TEST0002,B11,CMPD-0027061-1,40,NA,100.3478169,NA,uM,535,535,uL
TEST0002,B12,CMPD-0027061-1,40,NA,100.2112641,NA,uM,536,536,uL
TEST0002,B13,CMPD-0027061-1,40,NA,100.7421236,NA,uM,537,537,uL
TEST0002,B14,CMPD-0027061-1,40,NA,100.875144,NA,uM,538,538,uL
TEST0002,B15,CMPD-0102340-1,40,NA,100.1304013,NA,uM,539,539,uL
TEST0002,B16,CMPD-0102340-1,40,NA,100.7909596,NA,uM,540,540,uL
TEST0002,B17,CMPD-0102340-1,40,NA,100.030392,NA,uM,541,541,uL
TEST0002,B18,CMPD-0102340-1,40,NA,100.5928755,NA,uM,542,542,uL
TEST0002,B19,CMPD-0073899-1,40,NA,100.1907055,NA,uM,543,543,uL
TEST0002,B20,CMPD-0073899-1,40,NA,100.8693718,NA,uM,544,544,uL
TEST0002,B21,CMPD-0073899-1,40,NA,100.3785381,NA,uM,545,545,uL
TEST0002,B22,CMPD-0073899-1,40,NA,100.2012873,NA,uM,546,546,uL
TEST0002,B23,PBS,40,NA,5,NA,uM,547,547,uL
TEST0002,B24,RD36882,40,NA,2,NA,uM,548,548,uL
TEST0002,C01,DMSO,40,NA,NA,infinite,uM,549,549,uL
TEST0002,C02,DMSO,40,NA,NA,infinite,uM,550,550,uL
TEST0002,C03,CMPD-0102026-1,40,NA,100.3843241,NA,uM,551,551,uL
TEST0002,C04,CMPD-0102026-1,40,NA,100.0253349,NA,uM,552,552,uL
TEST0002,C05,CMPD-0102026-1,40,NA,100.9007627,NA,uM,553,553,uL
TEST0002,C06,CMPD-0102026-1,40,NA,100.6351197,NA,uM,554,554,uL
TEST0002,C07,CMPD-0056339-1,40,NA,100.2699933,NA,uM,555,555,uL
TEST0002,C08,CMPD-0056339-1,40,NA,100.7282536,NA,uM,556,556,uL
TEST0002,C09,CMPD-0056339-1,40,NA,100.4278466,NA,uM,557,557,uL
TEST0002,C10,CMPD-0056339-1,40,NA,100.2331376,NA,uM,558,558,uL
TEST0002,C11,CMPD-0068899-1,40,NA,100.1464756,NA,uM,559,559,uL
TEST0002,C12,CMPD-0068899-1,40,NA,100.7742639,NA,uM,560,560,uL
TEST0002,C13,CMPD-0068899-1,40,NA,100.6816657,NA,uM,561,561,uL
TEST0002,C14,CMPD-0068899-1,40,NA,100.9165961,NA,uM,562,562,uL
TEST0002,C15,CMPD-0032577-1,40,NA,100.8429713,NA,uM,563,563,uL
TEST0002,C16,CMPD-0032577-1,40,NA,100.6983342,NA,uM,564,564,uL
TEST0002,C17,CMPD-0032577-1,40,NA,100.2989624,NA,uM,565,565,uL
TEST0002,C18,CMPD-0032577-1,40,NA,100.1456951,NA,uM,566,566,uL
TEST0002,C19,CMPD-0003021-1,40,NA,100.2752734,NA,uM,567,567,uL
TEST0002,C20,CMPD-0003021-1,40,NA,100.2708169,NA,uM,568,568,uL
TEST0002,C21,CMPD-0003021-1,40,NA,100.9292454,NA,uM,569,569,uL
TEST0002,C22,CMPD-0003021-1,40,NA,100.3219107,NA,uM,570,570,uL
TEST0002,C23,PBS,40,NA,5,NA,uM,571,571,uL
TEST0002,C24,RD36882,40,NA,2,NA,uM,572,572,uL
TEST0002,D01,DMSO,40,NA,NA,infinite,uM,573,573,uL
TEST0002,D02,DMSO,40,NA,NA,infinite,uM,574,574,uL
TEST0002,D03,CMPD-0085741-1,40,NA,100.7094663,NA,uM,575,575,uL
TEST0002,D04,CMPD-0085741-1,40,NA,100.1262797,NA,uM,576,576,uL
TEST0002,D05,CMPD-0085741-1,40,NA,100.2360105,NA,uM,577,577,uL
TEST0002,D06,CMPD-0085741-1,40,NA,100.8932824,NA,uM,578,578,uL
TEST0002,D07,CMPD-0094682-1,40,NA,100.0237562,NA,uM,579,579,uL
TEST0002,D08,CMPD-0094682-1,40,NA,100.9569649,NA,uM,580,580,uL
TEST0002,D09,CMPD-0094682-1,40,NA,100.702045,NA,uM,581,581,uL
TEST0002,D10,CMPD-0094682-1,40,NA,100.9820184,NA,uM,582,582,uL
TEST0002,D11,CMPD-0117643-1,40,NA,100.2143999,NA,uM,583,583,uL
TEST0002,D12,CMPD-0117643-1,40,NA,100.4274626,NA,uM,584,584,uL
TEST0002,D13,CMPD-0117643-1,40,NA,100.2906089,NA,uM,585,585,uL
TEST0002,D14,CMPD-0117643-1,40,NA,100.7875641,NA,uM,586,586,uL
TEST0002,D15,CMPD-0002845-1,40,NA,100.973232,NA,uM,587,587,uL
TEST0002,D16,CMPD-0002845-1,40,NA,100.3132231,NA,uM,588,588,uL
TEST0002,D17,CMPD-0002845-1,40,NA,100.9758432,NA,uM,589,589,uL
TEST0002,D18,CMPD-0002845-1,40,NA,100.8461289,NA,uM,590,590,uL
TEST0002,D19,CMPD-0134728-1,40,NA,100.1986255,NA,uM,591,591,uL
TEST0002,D20,CMPD-0134728-1,40,NA,100.352172,NA,uM,592,592,uL
TEST0002,D21,CMPD-0134728-1,40,NA,100.2670441,NA,uM,593,593,uL
TEST0002,D22,CMPD-0134728-1,40,NA,100.8620049,NA,uM,594,594,uL
TEST0002,D23,PBS,40,NA,5,NA,uM,595,595,uL
TEST0002,D24,RD36882,40,NA,2,NA,uM,596,596,uL
TEST0002,E01,DMSO,40,NA,NA,infinite,uM,597,597,uL
TEST0002,E02,DMSO,40,NA,NA,infinite,uM,598,598,uL
