"BARCODE","WELL_NAME","WELL_ID","BATCH_CODE","VOLUME","VOLUME_UNIT","CONCENTRATION","CONCENTRATION_UNIT"
"BF00007315","N16",58721,"CRA-024408-1",12,"uL",9.99,"mM"
"BF00007315","D17",58729,"CRA-024414-1",12,"uL",9.96,"mM"
"BF00007315","K23",58875,"CRA-024516-1",12,"uL",9.84,"mM"
"BF00007320","C03",58911,"CRA-024540-1",12,"uL",9.93,"mM"
"BF00007320","G03",58917,"CRA-024544-1",12,"uL",9.95,"mM"
"BF00007315","I18",58759,"CRA-024435-1",12,"uL",10.04,"mM"
"BF00007315","A04",58437,"CRA-024204-1",12,"uL",10.02,"mM"
"BF00007315","E04",58443,"CRA-024208-1",12,"uL",9.95,"mM"
"BF00007335","K12",58778,"CRA-025724-1",12,"uL",10.04,"mM"
"BF00007320","A05",58955,"CRA-024570-1",12,"uL",10.02,"mM"
"BF00007335","G16",58953,"CRA-025779-1",12,"uL",10.05,"mM"
"BF00007320","B05",58956,"CRA-024571-1",12,"uL",10.07,"mM"
"BF00007320","C05",58958,"CRA-024572-1",12,"uL",10.12,"mM"
"BF00007320","B06",58979,"CRA-024586-1",12,"uL",10.04,"mM"
"BF00007335","F17",58999,"CRA-025794-1",12,"uL",10.09,"mM"
"BF00007320","E07",59007,"CRA-024605-1",12,"uL",9.99,"mM"
"BF00007335","K17",59014,"CRA-025799-1",12,"uL",10.05,"mM"
"BF00007315","F05",58465,"CRA-024225-1",12,"uL",9.94,"mM"
"BF00007315","O05",58477,"CRA-024234-1",12,"uL",9.94,"mM"
"BF00007335","I16",58960,"CRA-025781-1",12,"uL",10.1,"mM"
"BF00007335","N17",59020,"CRA-025801-1",12,"uL",9.92,"mM"
"BF00007320","G06",58986,"CRA-024591-1",12,"uL",9.92,"mM"
"BF00007320","H06",58988,"CRA-024592-1",12,"uL",9.89,"mM"
"BF00007320","I06",58989,"CRA-024593-1",12,"uL",10.04,"mM"
"BF00007320","P06",59000,"CRA-024600-1",12,"uL",10.16,"mM"
"BF00007320","D08",59030,"CRA-024620-1",12,"uL",10.11,"mM"
"BF00007335","M07",58509,"CRA-025646-1",12,"uL",9.99,"mM"
"BF00007315","B23",58862,"CRA-024507-1",12,"uL",10.15,"mM"
"BF00007325","O22",57697,"CRA-025195-1",12,"uL",9.99,"mM"
"BF00007325","C23",57701,"CRA-025199-1",12,"uL",9.99,"mM"
"BF00007320","K08",59040,"CRA-024627-1",12,"uL",10.06,"mM"
"BF00007320","N08",59045,"CRA-024630-1",12,"uL",10.02,"mM"
"BF00007320","P08",59048,"CRA-024632-1",12,"uL",10.02,"mM"
"BF00007335","G05",58362,"CRA-025609-1",12,"uL",10.08,"mM"
"BF00007335","H05",58366,"CRA-025610-1",12,"uL",10.07,"mM"
"BF00007335","I05",58370,"CRA-025611-1",12,"uL",10.04,"mM"
"BF00007335","D08",58535,"CRA-025653-1",12,"uL",10.02,"mM"
"BF00007335","I08",58554,"CRA-025658-1",12,"uL",9.97,"mM"
"BF00007335","G10",58661,"CRA-025688-1",12,"uL",9.91,"mM"
"BF00007335","B11",58697,"CRA-025699-1",12,"uL",10.07,"mM"
"BF00007325","C24",57716,"CRA-025214-1",12,"uL",9.91,"mM"
"BF00007315","I10",58578,"CRA-024308-1",12,"uL",9.92,"mM"
"BF00007315","L10",58583,"CRA-024311-1",12,"uL",10.17,"mM"
"BF00007315","P10",58587,"CRA-024314-1",12,"uL",9.97,"mM"
"BF00007315","C11",58591,"CRA-024317-1",12,"uL",10.08,"mM"
"BF00007315","M06",58496,"CRA-024248-1",12,"uL",10.1,"mM"
"BF00007315","E07",58507,"CRA-024256-1",12,"uL",10.14,"mM"
"BF00007335","E11",58704,"CRA-025702-1",12,"uL",10.16,"mM"
"BF00007335","I11",58717,"CRA-025706-1",12,"uL",9.96,"mM"
"BF00007325","M24",57726,"CRA-025224-1",12,"uL",9.9,"mM"
"BF00007330","B03",57731,"CRA-025229-1",12,"uL",9.81,"mM"
"BF00007330","E03",57734,"CRA-025232-1",12,"uL",10.08,"mM"
"BF00007335","L09",58621,"CRA-025677-1",12,"uL",10.15,"mM"
"BF00007315","J07",58514,"CRA-024261-1",12,"uL",9.99,"mM"
"BF00007315","M07",58518,"CRA-024264-1",12,"uL",9.99,"mM"
"BF00007330","K03",57740,"CRA-025238-1",12,"uL",10.15,"mM"
"BF00007315","P13",58653,"CRA-024362-1",12,"uL",10.02,"mM"
"BF00007315","J08",58536,"CRA-024277-1",12,"uL",9.87,"mM"
"BF00007315","H19",58780,"CRA-024450-1",12,"uL",9.94,"mM"
"BF00007315","L19",58786,"CRA-024454-1",12,"uL",10.11,"mM"
"BF00007315","C20",58796,"CRA-024461-1",12,"uL",10.12,"mM"
"BF00007315","F14",58662,"CRA-024368-1",12,"uL",9.96,"mM"
"BF00007315","E09",58551,"CRA-024288-1",12,"uL",9.9,"mM"
"BF00007315","G09",58553,"CRA-024290-1",12,"uL",10.08,"mM"
"BF00007315","N09",58563,"CRA-024297-1",12,"uL",10.11,"mM"
"BF00007335","D13",58806,"CRA-025732-1",12,"uL",10.06,"mM"
"BF00007335","G13",58815,"CRA-025735-1",12,"uL",10.04,"mM"
"BF00007440","D12",58361,"CRA-024147-1",12,"uL",8.86,"mM"
"BF00007315","D15",58682,"CRA-024382-1",12,"uL",9.94,"mM"
"BF00007335","O08",58577,"CRA-025664-1",12,"uL",9.92,"mM"
"BF00007335","A14",58848,"CRA-025745-1",12,"uL",10.02,"mM"
"BF00007335","H14",58870,"CRA-025752-1",12,"uL",10.17,"mM"
"BF00007440","L05",58372,"CRA-024155-1",12,"uL",9.5,"mM"
"BF00007315","F16",58709,"CRA-024400-1",12,"uL",9.96,"mM"
"BF00007315","M16",58719,"CRA-024407-1",12,"uL",9.86,"mM"
"BF00007315","A12",58611,"CRA-024331-1",12,"uL",10.04,"mM"
"AP00000001","",,"CRA-024441-1",,"",,""
"AP00000001","",,"CRA-024504-1",,"",,""
"AP00000001","",,"CRA-025998-1",,"",,""
"AP00000001","",,"CRA-024235-1",,"",,""
"AP00000001","",,"CRA-024314-1",,"",,""
"AP00000001","",,"CRA-024378-1",,"",,""
"AP00000001","",,"CRA-024394-1",,"",,""
"AP00000001","",,"CRA-024442-1",,"",,""
"BF00007315","O15",56896,"CRA-024393-1",,"",,""
"BF00007315","P12",56849,"CRA-024346-1",,"",,""
"AP00000001","",,"CRA-024188-1",,"",,""
"AP00000001","",,"CRA-024268-1",,"",,""
"AP00000001","",,"CRA-024284-1",,"",,""
"AP00000001","",,"CRA-024379-1",,"",,""
"AP00000001","",,"CRA-025996-1",,"",,""
"AP00000001","",,"CRA-024189-1",,"",,""
"AP00000001","",,"CRA-024285-1",,"",,""
"AP00000001","",,"CRA-024332-1",,"",,""
"AP00000001","",,"CRA-024444-1",,"",,""
"BF00007315","C03",56693,"CRA-024190-1",,"",,""
"BF00007315","D08",56774,"CRA-024271-1",,"",,""
"AP00000001","",,"CRA-024287-1",,"",,""
"AP00000001","",,"CRA-024398-1",,"",,""
"AP00000001","",,"CRA-024430-1",,"",,""
"AP00000001","",,"CRA-024256-1",,"",,""
"BF00007315","E13",56854,"CRA-024351-1",,"",,""
"BF00007315","E14",56870,"CRA-024367-1",,"",,""
"AP00000001","",,"CRA-024479-1",,"",,""
"BF00007315","",,"CRA-025996-1",,"",,""
"BF00007315","F04",56712,"CRA-024209-1",,"",,""
"AP00000001","",,"CRA-024209-1",,"",,""
"AP00000001","",,"CRA-024305-1",,"",,""
"AP00000001","",,"CRA-024320-1",,"",,""
"BF00007315","",,"CRA-025998-1",,"",,""
"AP00000001","",,"CRA-025998-1",,"",,""
"AP00000001","",,"CRA-024274-1",,"",,""
"AP00000001","",,"CRA-024353-1",,"",,""
"AP00000001","",,"CRA-024291-1",,"",,""
"AP00000001","",,"CRA-024338-1",,"",,""
"AP00000001","",,"CRA-024370-1",,"",,""
"AP00000001","",,"CRA-024529-1",,"",,""
"BF00007315","",,"CRA-025998-1",,"",,""
"AP00000001","",,"CRA-024196-1",,"",,""
"AP00000001","",,"CRA-024260-1",,"",,""
"AP00000001","",,"CRA-024323-1",,"",,""
"AP00000001","",,"CRA-024451-1",,"",,""
"BF00007315","I22",57002,"CRA-024499-1",,"",,""
"AP00000001","",,"CRA-024499-1",,"",,""
"AP00000001","",,"CRA-024514-1",,"",,""
"AP00000001","",,"CRA-025996-1",,"",,""
"AP00000001","",,"CRA-024277-1",,"",,""
"AP00000001","",,"CRA-024404-1",,"",,""
"BF00007315","",,"CRA-025996-1",,"",,""
"AP00000001","",,"CRA-024310-1",,"",,""
"AP00000001","",,"CRA-024389-1",,"",,""
"AP00000001","",,"CRA-024516-1",,"",,""
"AP00000001","",,"CRA-024215-1",,"",,""
"AP00000001","",,"CRA-024454-1",,"",,""
"AP00000001","",,"CRA-024533-1",,"",,""
"BF00007315","M15",56894,"CRA-024391-1",,"",,""
"AP00000001","",,"CRA-024471-1",,"",,""
"BF00007315","L09",56798,"CRA-024295-1",,"",,""
"BF00007315","O04",56721,"CRA-024218-1",,"",,""
"AP00000001","",,"CRA-024217-1",,"",,""
"AP00000001","",,"CRA-024297-1",,"",,""
"BF00007315","",,"CRA-025998-1",,"",,""
"AP00000001","",,"CRA-024234-1",,"",,""
"BF00007315","M22",57006,"CRA-024503-1",,"",,""
"BF00007315","F04",56712,"CRA-024209-1",,"",,""
"AP00000002","",,"CRA-025996-1",,"",,""
"AP00000002","",,"CRA-025998-1",,"",,""
"AP00000003","",,"CRA-024252-1",,"",,""
"AP00000003","",,"CRA-024331-1",,"",,""
"BF00007315","A15",56882,"CRA-024379-1",,"",,""
"BF00007315","",,"CRA-025996-1",,"",,""
"BF00007315","D07",56758,"CRA-024255-1",,"",,""
"AP00000003","",,"CRA-024255-1",,"",,""
"AP00000003","",,"CRA-024303-1",,"",,""
"AP00000003","",,"CRA-024366-1",,"",,""
"BF00007315","",,"CRA-025998-1",,"",,""
"AP00000003","",,"CRA-025998-1",,"",,""
"AP00000003","",,"CRA-024192-1",,"",,""
"AP00000003","",,"CRA-024415-1",,"",,""
"AP00000003","",,"CRA-024463-1",,"",,""
"BF00007315","",,"CRA-025996-1",,"",,""
"BF00007315","F04",56712,"CRA-024209-1",,"",,""
"AP00000003","",,"CRA-024209-1",,"",,""
"AP00000003","",,"CRA-024225-1",,"",,""
"BF00007315","F06",56744,"CRA-024241-1",,"",,""
"BF00007315","F23",57014,"CRA-024511-1",,"",,""
"AP00000003","",,"CRA-024337-1",,"",,""
"AP00000003","",,"CRA-024481-1",,"",,""
"AP00000003","",,"CRA-024497-1",,"",,""
"AP00000003","",,"CRA-024512-1",,"",,""
"AP00000003","",,"CRA-024528-1",,"",,""
"AP00000003","",,"CRA-024307-1",,"",,""
"AP00000003","",,"CRA-024386-1",,"",,""
"AP00000003","",,"CRA-024482-1",,"",,""
"AP00000003","",,"CRA-024529-1",,"",,""
"AP00000003","",,"CRA-024196-1",,"",,""
"AP00000003","",,"CRA-024260-1",,"",,""
"AP00000003","",,"CRA-024387-1",,"",,""
"AP00000003","",,"CRA-024514-1",,"",,""
"BF00007315","",,"CRA-025996-1",,"",,""
"AP00000003","",,"CRA-025998-1",,"",,""
"AP00000003","",,"CRA-024197-1",,"",,""
"AP00000003","",,"CRA-024484-1",,"",,""
"AP00000003","",,"CRA-024515-1",,"",,""
"AP00000003","",,"CRA-024421-1",,"",,""
"AP00000003","",,"CRA-024437-1",,"",,""
"AP00000003","",,"CRA-024215-1",,"",,""
"AP00000003","",,"CRA-024279-1",,"",,""
"AP00000003","",,"CRA-024358-1",,"",,""
"BF00007315","L16",56909,"CRA-024406-1",,"",,""
"AP00000003","",,"CRA-024454-1",,"",,""
"AP00000003","",,"CRA-024328-1",,"",,""
"BF00007315","N12",56847,"CRA-024344-1",,"",,""
"AP00000003","",,"CRA-024470-1",,"",,""
"AP00000003","",,"CRA-024439-1",,"",,""
"AP00000003","",,"CRA-024455-1",,"",,""
"AP00000003","",,"CRA-024296-1",,"",,""
"AP00000003","",,"CRA-024488-1",,"",,""
"AP00000003","",,"CRA-023928-1",,"",,""
"AP00000003","",,"CRA-024535-1",,"",,""
"AP00000002","",,"CRA-024268-1",,"",,""
"AP00000002","",,"CRA-024331-1",,"",,""
"AP00000002","",,"CRA-024347-1",,"",,""
"AP00000002","",,"CRA-024527-1",,"",,""
"BF00007315","A16",56898,"CRA-024395-1",,"",,""
"AP00000003","",,"CRA-024491-1",,"",,""
"BF00007315","A16",56898,"CRA-024395-1",,"",,""
"AP00000002","",,"CRA-024443-1",,"",,""
"AP00000002","",,"CRA-024506-1",,"",,""
"AP00000002","",,"CRA-025996-1",,"",,""
"AP00000002","",,"CRA-024401-1",,"",,""
"BF00007315","G19",56952,"CRA-024449-1",,"",,""
"AP00000002","",,"CRA-025996-1",,"",,""
"BF00007315","M13",56862,"CRA-024359-1",,"",,""
"BF00007315","M20",56974,"CRA-024471-1",,"",,""
"AP00000002","",,"CRA-024518-1",,"",,""
"AP00000003","",,"CRA-024522-1",,"",,""
"AP00000003","",,"CRA-024237-1",,"",,""
"AP00000002","",,"CRA-024476-1",,"",,""
"AP00000002","",,"CRA-024243-1",,"",,""
"AP00000002","",,"CRA-024291-1",,"",,""
"AP00000002","",,"CRA-024370-1",,"",,""
"AP00000002","",,"CRA-024402-1",,"",,""
"BF00007315","",,"CRA-025996-1",,"",,""
"AP00000002","",,"CRA-024217-1",,"",,""
"AP00000002","",,"CRA-024281-1",,"",,""
"AP00000002","",,"CRA-024424-1",,"",,""
"AP00000003","",,"CRA-024380-1",,"",,""
"BF00007315","C03",56693,"CRA-024190-1",,"",,""
"AP00000002","",,"CRA-024482-1",,"",,""
"AP00000002","",,"CRA-024212-1",,"",,""
"AP00000002","",,"CRA-023928-1",,"",,""
"AP00000002","",,"CRA-025998-1",,"",,""
"AP00000002","",,"CRA-024234-1",,"",,""
"AP00000003","",,"CRA-024507-1",,"",,""
"AP00000003","",,"CRA-024523-1",,"",,""
"AP00000002","",,"CRA-025998-1",,"",,""
"BF00007315","D08",56774,"CRA-024271-1",,"",,""
"AP00000002","",,"CRA-024530-1",,"",,""
"AP00000002","",,"CRA-025998-1",,"",,""
"AP00000002","",,"CRA-024377-1",,"",,""
"AP00000002","",,"CRA-025996-1",,"",,""
"BF00007315","C06",56741,"CRA-024238-1",,"",,""
"AP00000003","",,"CRA-024254-1",,"",,""
"BF00007315","C08",56773,"CRA-024270-1",,"",,""
"AP00000003","",,"CRA-024270-1",,"",,""
"AP00000003","",,"CRA-024286-1",,"",,""
"AP00000002","",,"CRA-024398-1",,"",,""
"BF00007315","",,"CRA-025996-1",,"",,""
"AP00000002","",,"CRA-024356-1",,"",,""
"AP00000002","",,"CRA-024378-1",,"",,""
"AP00000002","",,"CRA-024442-1",,"",,""
"AP00000002","",,"CRA-024490-1",,"",,""
"AP00000003","",,"CRA-024413-1",,"",,""
"AP00000002","",,"CRA-024240-1",,"",,""
"AP00000002","",,"CRA-024319-1",,"",,""
"BF00007315","E13",56854,"CRA-024351-1",,"",,""
"BF00007315","E14",56870,"CRA-024367-1",,"",,""
"BF00007315","E17",56918,"CRA-024415-1",,"",,""
"BF00007315","",,"CRA-025998-1",,"",,""
"AP00000002","",,"CRA-024246-1",,"",,""
"AP00000002","",,"CRA-024294-1",,"",,""
"AP00000002","",,"CRA-024521-1",,"",,""
"BF00007330","J21",58048,"CRA-025516-1",12,"uL",10.05,"mM"
"BF00007395","M11",58278,"CRA-024085-1",12,"uL",9.62,"mM"
"BF00007335","A04",58276,"CRA-025587-1",12,"uL",10.06,"mM"
"BF00007400","B17",58286,"CRA-024091-1",12,"uL",8.66,"mM"
"BF00007330","C07",57823,"CRA-025291-1",12,"uL",10.12,"mM"
"BF00007330","J07",57829,"CRA-025297-1",12,"uL",9.94,"mM"
"BF00007330","A22",58055,"CRA-025523-1",12,"uL",9.85,"mM"
"BF00007400","L20",58287,"CRA-024092-1",12,"uL",9.54,"mM"
"BF00007400","J23",58293,"CRA-024096-1",12,"uL",8.91,"mM"
"BF00007405","G03",58295,"CRA-024098-1",12,"uL",8.83,"mM"
"BF00007330","D08",57838,"CRA-025306-1",12,"uL",10.13,"mM"
"BF00007330","F08",57840,"CRA-025308-1",12,"uL",9.93,"mM"
"BF00007330","G08",57841,"CRA-025309-1",12,"uL",9.92,"mM"
"BF00007330","L08",57846,"CRA-025314-1",12,"uL",9.89,"mM"
"BF00007330","P08",57850,"CRA-025318-1",12,"uL",9.99,"mM"
"BF00007330","N22",58068,"CRA-025536-1",12,"uL",9.94,"mM"
"BF00007330","I23",58079,"CRA-025547-1",12,"uL",9.9,"mM"
"BF00007330","E09",57855,"CRA-025323-1",12,"uL",9.9,"mM"
"BF00007340","C24",58139,"CRA-023976-1",12,"uL",8.58,"mM"
"BF00007345","E06",58142,"CRA-023978-1",12,"uL",6.28,"mM"
"BF00007335","K04",58317,"CRA-025597-1",12,"uL",9.96,"mM"
"BF00007335","M04",58322,"CRA-025599-1",12,"uL",9.88,"mM"
"BF00007415","C07",58328,"CRA-024122-1",12,"uL",9.38,"mM"
"BF00007330","A10",57866,"CRA-025334-1",12,"uL",10.1,"mM"
"BF00007330","L10",57876,"CRA-025344-1",12,"uL",10.16,"mM"
"BF00007330","M10",57877,"CRA-025345-1",12,"uL",10.08,"mM"
"BF00007415","N13",58332,"CRA-024125-1",12,"uL",8.89,"mM"
"BF00007330","F11",57886,"CRA-025354-1",12,"uL",10.1,"mM"
"BF00007360","F21",58170,"CRA-024000-1",12,"uL",7.23,"mM"
"BF00007360","L21",58171,"CRA-024001-1",12,"uL",4.18,"mM"
"BF00007360","J22",58172,"CRA-024002-1",12,"uL",8.96,"mM"
"BF00007425","H24",58345,"CRA-024135-1",12,"uL",6.58,"mM"
"BF00007430","M06",58348,"CRA-024137-1",12,"uL",9.28,"mM"
"BF00007330","P11",57896,"CRA-025364-1",12,"uL",10.11,"mM"
"BF00007330","F12",57902,"CRA-025370-1",12,"uL",9.9,"mM"
"BF00007365","K09",58189,"CRA-024015-1",12,"uL",7.84,"mM"
"BF00007330","M12",57909,"CRA-025377-1",12,"uL",10.17,"mM"
"BF00007330","N12",57910,"CRA-025378-1",12,"uL",9.95,"mM"
"BF00007370","I06",58207,"CRA-024029-1",12,"uL",8.81,"mM"
"BF00007370","D23",58222,"CRA-024041-1",12,"uL",10.14,"mM"
"BF00007380","N03",58234,"CRA-024051-1",12,"uL",8.58,"mM"
"BF00007315","N10",58080,"CRA-023927-1",12,"uL",7.03,"mM"
"BF00007320","A19",58084,"CRA-023931-1",12,"uL",8.06,"mM"
"BF00007325","H07",58089,"CRA-023935-1",12,"uL",8.87,"mM"
"BF00007325","I17",58094,"CRA-023939-1",12,"uL",9.92,"mM"
"BF00007330","L14",57939,"CRA-025407-1",12,"uL",9.88,"mM"
"BF00007330","E15",57948,"CRA-025416-1",12,"uL",9.85,"mM"
"BF00007330","F15",57949,"CRA-025417-1",12,"uL",9.97,"mM"
"BF00007330","O09",58105,"CRA-023948-1",12,"uL",8.69,"mM"
"BF00007335","D06",58110,"CRA-023952-1",12,"uL",9.09,"mM"
"BF00007335","E21",58126,"CRA-023965-1",12,"uL",9.96,"mM"
"BF00007330","J16",57969,"CRA-025437-1",12,"uL",9.83,"mM"
"BF00007330","L16",57971,"CRA-025439-1",12,"uL",10.07,"mM"
"BF00007330","D17",57979,"CRA-025447-1",12,"uL",10.11,"mM"
"BF00007340","C19",58136,"CRA-023973-1",12,"uL",8.7,"mM"
"BF00007330","L18",58002,"CRA-025470-1",12,"uL",10.1,"mM"
"BF00007330","M18",58003,"CRA-025471-1",12,"uL",10.04,"mM"
"BF00007380","N18",58244,"CRA-024059-1",12,"uL",8.48,"mM"
"BF00007395","J04",58269,"CRA-024078-1",12,"uL",9.07,"mM"
"BF00007395","L04",58270,"CRA-024079-1",12,"uL",9.07,"mM"
"BF00007330","G06",57813,"CRA-025281-1",12,"uL",10.09,"mM"
"BF00007330","I06",57815,"CRA-025283-1",12,"uL",9.99,"mM"
"BF00007330","N06",57818,"CRA-025286-1",12,"uL",9.91,"mM"
"BF00007340","E06",62621,"CRA-025959-1",12,"uL",9.92,"mM"
"BF00007325","K16",60329,"CRA-025098-1",12,"uL",9.89,"mM"
"BF00007340","I03",59351,"CRA-025916-1",12,"uL",9.86,"mM"
"BF00007340","K03",59357,"CRA-025918-1",12,"uL",10.04,"mM"
"BF00007340","O03",59366,"CRA-025922-1",12,"uL",10.18,"mM"
"BF00007320","E22",59373,"CRA-024843-1",12,"uL",10.02,"mM"
"BF00007325","L16",60338,"CRA-025099-1",12,"uL",10.16,"mM"
"BF00007325","E17",60409,"CRA-025108-1",12,"uL",9.92,"mM"
"BF00007325","H17",60431,"CRA-025111-1",12,"uL",10.04,"mM"
"BF00007325","P17",60483,"CRA-025118-1",12,"uL",9.93,"mM"
"BF00007320","H24",59428,"CRA-024878-1",12,"uL",10.01,"mM"
"BF00007325","M18",60583,"CRA-025130-1",12,"uL",10.02,"mM"
"BF00007325","A19",60612,"CRA-025134-1",12,"uL",9.87,"mM"
"BF00007325","D19",60635,"CRA-025137-1",12,"uL",10.03,"mM"
"BF00007320","P24",59439,"CRA-024885-1",12,"uL",9.96,"mM"
"BF00007340","A06",59457,"CRA-025955-1",12,"uL",9.99,"mM"
"ABC123","",,"CRA-024189-1",,"",,""
"BF00007325","I04",59475,"CRA-024908-1",12,"uL",10.15,"mM"
"BF00007325","B21",60829,"CRA-025166-1",12,"uL",10,"mM"
"BF00007320","N09",59069,"CRA-024646-1",12,"uL",10.15,"mM"
"BF00007325","G05",59498,"CRA-024922-1",12,"uL",10.12,"mM"
"BF00007325","L05",59506,"CRA-024927-1",12,"uL",10.02,"mM"
"BF00007325","M05",59507,"CRA-024928-1",12,"uL",9.99,"mM"
"BF00007325","N05",59509,"CRA-024929-1",12,"uL",9.9,"mM"
"BF00007325","I21",60878,"CRA-025173-1",12,"uL",10.1,"mM"
"BF00007320","E10",59080,"CRA-024653-1",12,"uL",10.01,"mM"
"BF00007320","M10",59092,"CRA-024661-1",12,"uL",10.02,"mM"
"BF00007320","N10",59093,"CRA-024662-1",12,"uL",10.13,"mM"
"BF00007325","P05",59512,"CRA-024931-1",12,"uL",10.08,"mM"
"BF00007320","G11",59107,"CRA-024671-1",12,"uL",10.13,"mM"
"BF00007320","G12",59131,"CRA-024687-1",12,"uL",9.99,"mM"
"BF00007325","I07",59550,"CRA-024955-1",12,"uL",9.82,"mM"
"BF00007325","L07",59555,"CRA-024958-1",12,"uL",9.96,"mM"
"BF00007325","M07",59556,"CRA-024959-1",12,"uL",10.16,"mM"
"BF00007335","I21",62515,"CRA-025853-1",12,"uL",10.09,"mM"
"BF00007335","K21",62517,"CRA-025855-1",12,"uL",10.03,"mM"
"BF00007335","N21",62520,"CRA-025858-1",12,"uL",9.88,"mM"
"BF00007340","F07",62637,"CRA-025975-1",12,"uL",9.93,"mM"
"BF00007325","B08",59562,"CRA-024964-1",12,"uL",10.04,"mM"
"BF00007325","C08",59563,"CRA-024965-1",12,"uL",10.05,"mM"
"BF00007325","O08",59574,"CRA-024977-1",12,"uL",10.01,"mM"
"BF00007335","K22",62532,"CRA-025870-1",12,"uL",10.19,"mM"
"BF00007335","N22",62535,"CRA-025873-1",12,"uL",10.16,"mM"
"BF00007335","B23",62539,"CRA-025877-1",12,"uL",9.93,"mM"
"BF00007335","C23",62540,"CRA-025878-1",12,"uL",9.99,"mM"
"BF00007340","G08",62653,"CRA-025991-1",12,"uL",10.02,"mM"
"BF00007320","B14",59172,"CRA-024714-1",12,"uL",10.08,"mM"
"BF00007325","H09",59582,"CRA-024985-1",12,"uL",9.95,"mM"
"BF00007325","K09",59585,"CRA-024988-1",12,"uL",10.19,"mM"
"BF00007325","L09",59586,"CRA-024989-1",12,"uL",9.89,"mM"
"BF00007335","P23",62553,"CRA-025891-1",12,"uL",10.07,"mM"
"BF00007320","M14",59189,"CRA-024725-1",12,"uL",10.09,"mM"
"BF00007320","B15",59197,"CRA-024730-1",12,"uL",10.04,"mM"
"BF00007325","L10",59602,"CRA-025005-1",12,"uL",10.12,"mM"
"BF00007325","M10",59603,"CRA-025006-1",12,"uL",10.1,"mM"
"BF00007340","A03",62570,"CRA-025908-1",12,"uL",10.12,"mM"
"BF00007320","P15",59219,"CRA-024744-1",12,"uL",9.87,"mM"
"BF00007340","I03",62578,"CRA-025916-1",12,"uL",9.86,"mM"
"BF00007340","N03",62583,"CRA-025921-1",12,"uL",10.05,"mM"
"BF00007320","H16",59231,"CRA-024752-1",12,"uL",10.04,"mM"
"BF00007335","A23",59238,"CRA-025876-1",12,"uL",10.12,"mM"
"BF00007325","A12",59658,"CRA-025026-1",12,"uL",10.12,"mM"
"BF00007325","B12",59662,"CRA-025027-1",12,"uL",9.99,"mM"
"BF00007325","G12",59705,"CRA-025032-1",12,"uL",9.87,"mM"
"BF00007325","L12",59754,"CRA-025037-1",12,"uL",9.91,"mM"
"BF00007340","K04",62595,"CRA-025933-1",12,"uL",9.89,"mM"
"BF00007340","M04",62597,"CRA-025935-1",12,"uL",9.99,"mM"
"BF00007340","N04",62598,"CRA-025936-1",12,"uL",9.83,"mM"
"BF00007320","M17",59261,"CRA-024772-1",12,"uL",9.84,"mM"
"BF00007320","J18",59282,"CRA-024785-1",12,"uL",10.02,"mM"
"BF00007340","G05",62607,"CRA-025945-1",12,"uL",9.99,"mM"
"BF00007340","K05",62611,"CRA-025949-1",12,"uL",10.12,"mM"
"BF00007340","N05",62614,"CRA-025952-1",12,"uL",9.94,"mM"
"BF00007340","O05",62615,"CRA-025953-1",12,"uL",9.88,"mM"
"BF00007320","K19",59307,"CRA-024801-1",12,"uL",10.15,"mM"
"BF00007315","D07",56758,"CRA-024255-1",,"",,""
"BF00007315","H06",56746,"CRA-024243-1",,"",,""
"BF00007315","J21",56987,"CRA-024484-1",,"",,""
"AP00000003","",,"CRA-024409-1",,"",,""
"BF00007315","C03",56693,"CRA-024190-1",,"",,""
"BF00007315","C08",56773,"CRA-024270-1",,"",,""
"AP00000003","",,"CRA-024346-1",,"",,""
"BF00007320","D20",59321,"CRA-024810-1",12,"uL",10.11,"mM"
"BF00007330","G13",62049,"CRA-025387-1",12,"uL",10.01,"mM"
"BF00007330","M13",62054,"CRA-025392-1",12,"uL",9.84,"mM"
"BF00007330","G14",62064,"CRA-025402-1",12,"uL",9.88,"mM"
"BF00007330","K14",62068,"CRA-025406-1",12,"uL",9.96,"mM"
"BF00007330","G15",62080,"CRA-025418-1",12,"uL",9.93,"mM"
"BF00007330","I15",62082,"CRA-025420-1",12,"uL",10.09,"mM"
"BF00007330","L15",62085,"CRA-025423-1",12,"uL",10.18,"mM"
"BF00007330","O15",62088,"CRA-025426-1",12,"uL",9.93,"mM"
"BF00007330","D16",62093,"CRA-025431-1",12,"uL",10.08,"mM"
"BF00007330","A17",62106,"CRA-025444-1",12,"uL",10.01,"mM"
"BF00007330","B17",62107,"CRA-025445-1",12,"uL",10.09,"mM"
"BF00007330","C17",62108,"CRA-025446-1",12,"uL",10.09,"mM"
"BF00007330","E17",62110,"CRA-025448-1",12,"uL",9.99,"mM"
"BF00007330","G17",62112,"CRA-025450-1",12,"uL",10.09,"mM"
"BF00007330","F19",62142,"CRA-025480-1",12,"uL",10.02,"mM"
"BF00007330","H19",62144,"CRA-025482-1",12,"uL",9.88,"mM"
"BF00007330","I19",62145,"CRA-025483-1",12,"uL",9.93,"mM"
"BF00007330","M19",62149,"CRA-025487-1",12,"uL",10.1,"mM"
"BF00007330","E20",62157,"CRA-025495-1",12,"uL",9.96,"mM"
"BF00007330","I20",62161,"CRA-025499-1",12,"uL",10.03,"mM"
